iter	Passed	Remaining
265	12382	453129
266	12433	453256
267	12466	452683
268	12547	453910
269	12591	453761
270	12648	454093
271	12743	455754
272	12795	455920
273	12856	456370
274	12895	456045
275	12931	455610
276	12971	455322
277	13008	454905
278	13046	454558
279	13082	454142
280	13130	454160
281	13165	453712
282	13195	453086
283	13233	452733
284	13264	452168
285	13296	451609
286	13321	450838
287	13419	452546
288	13477	452875
289	13538	453318
290	13577	452987
291	13614	452619
292	13650	452253
293	13691	452012
294	13734	451856
295	13789	452072
296	13830	451854
297	13875	451758
298	13916	451523
299	13949	451025
300	14000	451126
301	14058	451457
302	14100	451256
303	14149	451292
304	14199	451370
305	14243	451222
306	14297	451427
307	14334	451069
308	14377	450919
309	14413	450544
310	14454	450325
311	14487	449865
312	14520	449391
313	14577	449663
314	14609	449180
315	14641	448699
316	14673	448218
317	14706	447766
318	14738	447284
319	14772	446857
320	14811	446603
321	14843	446145
322	14878	445771
323	14924	445704
324	14968	445594
325	15002	445204
326	15033	444699
327	15059	444062
328	15084	443425
329	15106	442669
330	15132	442040
331	15158	441425
332	15183	440785
333	15233	440870
334	15266	440435
335	15283	439579
336	15293	438532
337	15321	437968
338	15353	437548
339	15384	437087
340	15414	436626
341	15445	436169
342	15475	435716
343	15506	435259
344	15545	435050
345	15578	434655
346	15607	434176
347	15634	433628
348	15666	433242
349	15699	432844
350	15728	432367
351	15755	431855
352	15782	431315
353	15808	430767
354	15834	430199
355	15860	429661
356	15887	429145
357	15914	428619
358	15940	428084
359	15966	427551
360	15991	426997
361	16017	426446
362	16044	425959
363	16068	425365
364	16094	424840
365	16121	424354
366	16147	423828
367	16157	422898
368	16184	422415
369	16206	421798
370	16231	421277
371	16258	420792
372	16283	420266
373	16308	419743
374	16338	419353
375	16383	419338
376	16410	418886
377	16437	418429
378	16464	417943
379	16491	417495
380	16521	417125
381	16558	416900
382	16584	416420
383	16609	415921
384	16634	415432
385	16660	414953
386	16686	414498
387	16712	414029
388	16740	413613
389	16771	413278
390	16799	412864
391	16829	412497
392	16840	411678
393	16872	411358
394	16900	410966
395	16932	410650
396	16956	410161
397	16988	409846
398	17014	409420
399	17042	409011
400	17065	408508
401	17093	408108
402	17120	407717
403	17150	407365
404	17176	406934
405	17199	406430
406	17224	405991
407	17251	405581
408	17279	405192
409	17306	404791
410	17333	404395
411	17355	403888
412	17387	403621
413	17405	403027
414	17434	402667
415	17462	402317
416	17489	401912
417	17522	401686
418	17552	401370
419	17578	400968
420	17604	400557
421	17632	400203
422	17661	399861
423	17686	399458
424	17715	399108
425	17742	398751
426	17774	398486
427	17804	398178
428	17833	397864
429	17859	397480
430	17887	397138
431	17914	396783
432	17942	396439
433	17967	396032
434	17993	395653
435	18020	395301
436	18048	394952
437	18076	394630
438	18102	394252
439	18130	393916
440	18159	393623
441	18192	393402
442	18221	393088
443	18250	392786
444	18278	392484
445	18309	392226
446	18340	391963
447	18376	391815
448	18408	391570
449	18439	391320
450	18467	391020
451	18499	390781
452	18537	390683
453	18565	390362
454	18593	390060
455	18621	389744
456	18647	389394
457	18657	388714
458	18686	388422
459	18712	388086
460	18739	387761
461	18766	387428
462	18795	387152
463	18823	386851
464	18841	386359
465	18859	385858
466	18883	385472
467	18909	385145
468	18936	384825
469	18964	384527
470	18991	384224
471	19019	383940
472	19045	383603
473	19073	383314
474	19101	383031
475	19127	382706
476	19154	382401
477	19182	382119
478	19210	381846
479	19236	381521
480	19263	381232
481	19291	380953
482	19307	380437
483	19336	380174
484	19365	379929
485	19403	379851
486	19432	379589
487	19460	379329
488	19493	379138
489	19530	379042
490	19557	378761
491	19571	378232
492	19601	377990
493	19618	377516
494	19649	377308
495	19681	377114
496	19729	377234
497	19760	377034
498	19774	376510
499	19807	376341
500	19840	376170
501	19874	376024
502	19904	375814
503	19935	375602
504	19950	375104
505	19979	374879
506	20017	374814
507	20049	374618
508	20081	374438
509	20116	374323
510	20146	374102
511	20173	373840
512	20200	373570
513	20228	373318
514	20269	373315
515	20302	373156
516	20332	372952
517	20360	372699
518	20416	372969
519	20480	373368
520	20524	373423
521	20553	373184
522	20584	372998
523	20617	372852
524	20647	372630
525	20679	372464
526	20707	372228
527	20739	372051
528	20767	371809
529	20797	371608
530	20824	371352
531	20855	371159
532	20885	370961
533	20915	370760
534	20942	370514
535	20967	370217
536	20994	369964
537	21022	369723
538	21051	369509
539	21085	369392
540	21112	369137
541	21142	368948
542	21176	368821
543	21212	368729
544	21251	368682
545	21332	369378
546	21389	369651
547	21429	369614
548	21502	370172
549	21574	370684
550	21641	371120
551	21714	371656
552	21790	372248
553	21844	372456
554	21879	372344
555	21911	372180
556	21940	371968
557	21981	371958
558	22008	371696
559	22034	371432
560	22060	371169
561	22087	370925
562	22120	370776
563	22153	370641
564	22187	370509
565	22203	370088
566	22234	369906
567	22261	369672
568	22288	369432
569	22315	369181
570	22363	369290
571	22388	369020
572	22414	368770
573	22439	368496
574	22464	368225
575	22490	367968
576	22519	367766
577	22553	367639
578	22579	367393
579	22605	367141
580	22632	366904
581	22658	366670
582	22684	366413
583	22712	366203
584	22740	365982
585	22767	365763
586	22814	365840
587	22854	365831
588	22894	365802
589	22925	365648
590	22954	365446
591	22982	365238
592	23009	365008
593	23037	364806
594	23066	364613
595	23099	364480
596	23114	364064
597	23141	363844
598	23170	363656
599	23196	363407
600	23221	363153
601	23246	362913
602	23272	362679
603	23299	362446
604	23330	362305
605	23359	362115
606	23402	362143
607	23439	362082
608	23491	362249
609	23543	362421
610	23591	362515
611	23632	362514
612	23666	362410
613	23707	362406
614	23746	362376
615	23775	362190
616	23804	361999
617	23830	361776
618	23856	361553
619	23885	361368
620	23913	361169
621	23945	361030
622	23972	360815
623	23997	360573
624	24010	360158
625	24037	359941
626	24064	359744
627	24093	359556
628	24123	359390
629	24148	359168
630	24178	358997
631	24209	358854
632	24240	358703
633	24299	358972
634	24330	358822
635	24371	358825
636	24426	359031
637	24485	359296
638	24538	359475
639	24577	359447
640	24606	359276
641	24634	359077
642	24662	358885
643	24688	358677
644	24719	358528
645	24745	358315
646	24772	358104
647	24802	357945
648	24829	357756
649	24855	357542
650	24883	357344
651	24908	357128
652	24935	356930
653	24960	356700
654	24993	356585
655	25020	356393
656	25048	356201
657	25074	355997
658	25102	355817
659	25129	355618
660	25153	355388
661	25179	355170
662	25222	355213
663	25236	354827
664	25282	354904
665	25306	354677
666	25338	354552
667	25374	354486
668	25420	354558
669	25468	354664
670	25506	354624
671	25607	355455
672	25665	355692
673	25705	355688
674	25729	355442
675	25759	355294
676	25789	355147
677	25819	354993
678	25848	354838
679	25877	354676
680	25905	354500
681	25935	354348
682	25964	354187
683	25993	354023
684	26020	353840
685	26050	353700
686	26081	353558
687	26108	353371
688	26133	353160
689	26171	353123
690	26204	353023
691	26245	353020
692	26274	352869
693	26300	352675
694	26329	352509
695	26357	352336
696	26372	352001
697	26399	351818
698	26430	351689
699	26459	351532
700	26486	351349
701	26528	351369
702	26556	351204
703	26592	351145
704	26621	350990
705	26653	350874
706	26679	350688
707	26709	350542
708	26736	350362
709	26763	350185
710	26797	350102
711	26831	350011
712	26861	349879
713	26929	350238
714	26958	350081
715	26985	349911
716	27011	349720
717	27025	349373
718	27054	349229
719	27088	349136
720	27140	349293
721	27191	349416
722	27237	349485
723	27278	349498
724	27321	349524
725	27373	349671
726	27417	349717
727	27447	349583
728	27484	349532
729	27515	349403
730	27544	349260
731	27593	349365
732	27632	349343
733	27662	349205
734	27688	349027
735	27715	348859
736	27742	348688
737	27769	348513
738	27795	348326
739	27823	348167
740	27852	348023
741	27878	347844
742	27904	347662
743	27933	347521
744	27969	347458
745	27999	347327
746	28053	347496
747	28084	347381
748	28112	347218
749	28135	347008
750	28162	346835
751	28190	346682
752	28216	346509
753	28244	346350
754	28259	346041
755	28286	345868
756	28312	345700
757	28340	345542
758	28376	345494
759	28404	345332
760	28430	345162
761	28458	345007
762	28484	344835
763	28510	344665
764	28536	344488
765	28563	344323
766	28588	344147
767	28623	344081
768	28654	343967
769	28681	343803
770	28713	343709
771	28744	343594
772	28772	343443
773	28801	343311
774	28831	343191
775	28861	343067
776	28892	342954
777	28928	342897
778	28968	342903
779	29017	343002
780	29095	343442
781	29144	343550
782	29179	343483
783	29210	343371
784	29242	343270
785	29256	342959
786	29280	342773
787	29306	342607
788	29332	342434
789	29357	342259
790	29382	342075
791	29408	341911
792	29444	341863
793	29471	341700
794	29497	341537
795	29524	341381
796	29558	341316
797	29585	341163
798	29620	341094
799	29648	340953
800	29692	341000
801	29720	340855
802	29734	340561
803	29763	340424
804	29789	340272
805	29816	340113
806	29841	339946
807	29868	339791
808	29893	339616
809	29921	339485
810	29951	339365
811	29979	339227
812	30005	339070
813	30032	338914
814	30057	338741
815	30088	338644
816	30116	338503
817	30143	338363
818	30173	338241
819	30202	338120
820	30230	337990
821	30259	337858
822	30307	337951
823	30336	337824
824	30364	337689
825	30397	337612
826	30428	337510
827	30460	337424
828	30498	337397
829	30530	337305
830	30558	337172
831	30583	337001
832	30621	336986
833	30648	336843
834	30673	336676
835	30700	336531
836	30730	336416
837	30756	336267
838	30782	336108
839	30807	335946
840	30833	335790
841	30846	335503
842	30872	335345
843	30898	335196
844	30923	335031
845	30948	334877
846	30974	334721
847	31000	334567
848	31026	334417
849	31057	334329
850	31072	334054
851	31097	333893
852	31123	333749
853	31158	333692
854	31182	333521
855	31209	333384
856	31234	333223
857	31260	333085
858	31287	332947
859	31314	332810
860	31343	332696
861	31368	332539
862	31395	332396
863	31409	332124
864	31433	331964
865	31459	331812
866	31485	331664
867	31511	331526
868	31537	331382
869	31565	331260
870	31599	331193
871	31630	331101
872	31657	330969
873	31690	330902
874	31722	330816
875	31748	330678
876	31779	330585
877	31808	330475
878	31834	330327
879	31863	330219
880	31891	330095
881	31921	330002
882	31952	329905
883	31980	329787
884	32005	329635
885	32030	329492
886	32057	329362
887	32082	329207
888	32095	328936
889	32121	328789
890	32146	328645
891	32172	328503
892	32200	328384
893	32227	328258
894	32253	328116
895	32277	327958
896	32302	327812
897	32328	327680
898	32354	327541
899	32405	327654
900	32431	327515
901	32457	327377
902	32482	327232
903	32506	327080
904	32532	326938
905	32557	326795
906	32584	326673
907	32616	326596
908	32642	326457
909	32668	326327
910	32695	326204
911	32721	326069
912	32752	325978
913	32778	325850
914	32813	325808
915	32839	325671
916	32865	325540
917	32890	325394
918	32915	325247
919	32941	325116
920	32969	325008
921	32998	324902
922	33027	324798
923	33058	324715
924	33085	324597
925	33114	324490
926	33141	324370
927	33169	324257
928	33196	324143
929	33225	324040
930	33255	323945
931	33285	323858
932	33319	323797
933	33345	323672
934	33377	323598
935	33402	323466
936	33430	323349
937	33456	323219
938	33483	323103
939	33510	322980
940	33535	322848
941	33562	322722
942	33592	322641
943	33620	322526
944	33647	322406
945	33673	322287
946	33700	322162
947	33725	322032
948	33750	321894
949	33777	321772
950	33802	321640
951	33829	321526
952	33855	321394
953	33881	321267
954	33908	321151
955	33933	321022
956	33959	320889
957	33984	320757
958	34010	320631
959	34035	320498
960	34060	320365
961	34085	320237
962	34112	320114
963	34138	319995
964	34163	319864
965	34189	319738
966	34215	319612
967	34242	319497
968	34271	319405
969	34299	319304
970	34329	319217
971	34358	319127
972	34392	319075
973	34421	318982
974	34449	318877
975	34481	318812
976	34521	318815
977	34548	318711
978	34580	318646
979	34616	318615
980	34645	318519
981	34690	318577
982	34720	318486
983	34748	318382
984	34777	318290
985	34805	318192
986	34831	318068
987	34856	317944
988	34884	317838
989	34909	317709
990	34936	317601
991	34968	317536
992	35018	317630
993	35088	317914
994	35116	317817
995	35142	317696
996	35168	317573
997	35215	317646
998	35246	317575
999	35291	317625
1000	35334	317653
1001	35389	317798
1002	35418	317710
1003	35450	317641
1004	35479	317553
1005	35509	317463
1006	35535	317350
1007	35562	317238
1008	35598	317209
1009	35624	317094
1010	35650	316974
1011	35677	316862
1012	35700	316722
1013	35726	316602
1014	35749	316465
1015	35774	316338
1016	35800	316224
1017	35829	316132
1018	35858	316038
1019	35887	315949
1020	35914	315847
1021	35944	315763
1022	35975	315692
1023	36007	315626
1024	36039	315563
1025	36068	315479
1026	36103	315441
1027	36132	315349
1028	36159	315245
1029	36185	315127
1030	36232	315195
1031	36259	315095
1032	36285	314976
1033	36311	314864
1034	36336	314741
1035	36360	314611
1036	36389	314518
1037	36413	314391
1038	36439	314276
1039	36465	314167
1040	36493	314071
1041	36521	313976
1042	36549	313874
1043	36584	313837
1044	36610	313725
1045	36636	313618
1046	36662	313500
1047	36689	313400
1048	36717	313307
1049	36743	313198
1050	36770	313090
1051	36797	312992
1052	36823	312880
1053	36859	312847
1054	36883	312725
1055	36915	312659
1056	36947	312599
1057	36971	312475
1058	37007	312446
1059	37034	312345
1060	37063	312266
1061	37090	312162
1062	37119	312080
1063	37150	312008
1064	37189	312007
1065	37271	312370
1066	37368	312847
1067	37449	313201
1068	37495	313257
1069	37545	313346
1070	37579	313300
1071	37611	313237
1072	37647	313215
1073	37709	313403
1074	37809	313908
1075	37892	314271
1076	37926	314223
1077	37955	314134
1078	38003	314208
1079	38035	314148
1080	38064	314059
1081	38095	313991
1082	38140	314035
1083	38210	314286
1084	38248	314269
1085	38309	314446
1086	38380	314703
1087	38478	315186
1088	38587	315751
1089	38643	315885
1090	38680	315861
1091	38714	315811
1092	38731	315631
1093	38764	315573
1094	38813	315645
1095	38905	316072
1096	38972	316291
1097	39028	316424
1098	39057	316336
1099	39087	316252
1100	39116	316167
1101	39147	316095
1102	39178	316024
1103	39209	315952
1104	39255	315994
1105	39300	316039
1106	39329	315954
1107	39361	315887
1108	39389	315787
1109	39417	315698
1110	39444	315593
1111	39470	315477
1112	39494	315356
1113	39521	315252
1114	39549	315157
1115	39581	315088
1116	39607	314984
1117	39633	314872
1118	39658	314754
1119	39685	314651
1120	39713	314554
1121	39741	314457
1122	39768	314356
1123	39795	314254
1124	39823	314163
1125	39864	314175
1126	39891	314072
1127	39918	313967
1128	39945	313866
1129	39971	313757
1130	39999	313664
1131	40029	313585
1132	40055	313480
1133	40082	313379
1134	40108	313272
1135	40136	313176
1136	40164	313085
1137	40189	312969
1138	40217	312878
1139	40294	313167
1140	40319	313051
1141	40347	312960
1142	40375	312867
1143	40403	312775
1144	40429	312668
1145	40457	312578
1146	40491	312531
1147	40506	312338
1148	40535	312252
1149	40565	312175
1150	40593	312086
1151	40621	311992
1152	40656	311954
1153	40683	311857
1154	40729	311907
1155	40781	312002
1156	40841	312153
1157	40881	312153
1158	40927	312196
1159	40965	312188
1160	41000	312149
1161	41039	312138
1162	41072	312083
1163	41098	311982
1164	41126	311889
1165	41179	311992
1166	41209	311910
1167	41237	311822
1168	41262	311712
1169	41288	311605
1170	41313	311491
1171	41341	311402
1172	41385	311431
1173	41411	311327
1174	41440	311242
1175	41468	311154
1176	41502	311110
1177	41530	311018
1178	41558	310932
1179	41589	310867
1180	41619	310791
1181	41645	310688
1182	41671	310584
1183	41697	310480
1184	41710	310274
1185	41738	310189
1186	41776	310171
1187	41808	310113
1188	41856	310172
1189	41937	310479
1190	41985	310537
1191	42043	310672
1192	42119	310939
1193	42177	311065
1194	42270	311455
1195	42329	311594
1196	42375	311636
1197	42396	311497
1198	42430	311453
1199	42461	311386
1200	42491	311306
1201	42519	311221
1202	42547	311127
1203	42574	311033
1204	42600	310931
1205	42625	310821
1206	42652	310721
1207	42685	310673
1208	42713	310581
1209	42741	310494
1210	42770	310413
1211	42801	310345
1212	42830	310267
1213	42856	310165
1214	42884	310072
1215	42912	309987
1216	42939	309893
1217	42968	309810
1218	43003	309771
1219	43030	309679
1220	43056	309578
1221	43081	309468
1222	43107	309369
1223	43132	309259
1224	43159	309163
1225	43184	309057
1226	43210	308951
1227	43234	308837
1228	43260	308734
1229	43284	308624
1230	43329	308653
1231	43357	308567
1232	43383	308472
1233	43411	308381
1234	43442	308318
1235	43472	308244
1236	43500	308163
1237	43529	308081
1238	43558	308002
1239	43588	307928
1240	43615	307839
1241	43644	307760
1242	43673	307683
1243	43699	307582
1244	43727	307498
1245	43758	307429
1246	43803	307464
1247	43831	307380
1248	43872	307386
1249	43900	307306
1250	43931	307241
1251	43960	307158
1252	43988	307079
1253	44015	306988
1254	44046	306920
1255	44074	306835
1256	44107	306790
1257	44176	306990
1258	44249	307213
1259	44295	307255
1260	44330	307218
1261	44373	307236
1262	44425	307323
1263	44477	307403
1264	44523	307444
1265	44576	307528
1266	44630	307622
1267	44661	307557
1268	44691	307490
1269	44723	307430
1270	44756	307379
1271	44787	307312
1272	44817	307244
1273	44850	307196
1274	44881	307133
1275	44910	307053
1276	44973	307208
1277	45000	307118
1278	45030	307048
1279	45084	307136
1280	45114	307066
1281	45141	306973
1282	45168	306887
1283	45204	306853
1284	45235	306794
1285	45263	306708
1286	45290	306619
1287	45316	306520
1288	45340	306409
1289	45364	306299
1290	45388	306191
1291	45414	306094
1292	45443	306016
1293	45470	305925
1294	45499	305845
1295	45527	305764
1296	45557	305695
1297	45589	305636
1298	45624	305603
1299	45650	305504
1300	45676	305412
1301	45701	305307
1302	45728	305222
1303	45756	305134
1304	45782	305042
1305	45811	304962
1306	45839	304882
1307	45867	304803
1308	45895	304720
1309	45924	304645
1310	45953	304566
1311	45981	304487
1312	46009	304404
1313	46038	304328
1314	46065	304242
1315	46093	304158
1316	46120	304076
1317	46149	304001
1318	46178	303922
1319	46204	303830
1320	46233	303753
1321	46264	303695
1322	46293	303618
1323	46335	303628
1324	46369	303586
1325	46399	303518
1326	46491	303861
1327	46629	304495
1328	46676	304539
1329	46716	304537
1330	46762	304570
1331	46830	304747
1332	46898	304927
1333	46972	305142
1334	47016	305165
1335	47065	305220
1336	47092	305135
1337	47121	305058
1338	47190	305238
1339	47250	305367
1340	47293	305377
1341	47343	305437
1342	47397	305527
1343	47469	305723
1344	47526	305829
1345	47564	305814
1346	47590	305717
1347	47619	305641
1348	47646	305555
1349	47674	305471
1350	47707	305419
1351	47737	305350
1352	47767	305281
1353	47796	305206
1354	47831	305169
1355	47865	305122
1356	47898	305076
1357	47931	305022
1358	47971	305020
1359	48005	304975
1360	48038	304926
1361	48069	304865
1362	48101	304805
1363	48134	304755
1364	48167	304709
1365	48202	304670
1366	48237	304636
1367	48271	304588
1368	48303	304535
1369	48335	304478
1370	48366	304414
1371	48398	304362
1372	48435	304334
1373	48467	304277
1374	48497	304211
1375	48528	304151
1376	48558	304079
1377	48587	304004
1378	48618	303943
1379	48678	304061
1380	48721	304078
1381	48756	304040
1382	48786	303970
1383	48818	303916
1384	48847	303839
1385	48873	303748
1386	48899	303656
1387	48925	303565
1388	48950	303465
1389	48977	303381
1390	49014	303351
1391	49084	303534
1392	49116	303477
1393	49143	303390
1394	49169	303300
1395	49193	303198
1396	49218	303100
1397	49245	303012
1398	49271	302919
1399	49301	302853
1400	49327	302762
1401	49360	302711
1402	49396	302683
1403	49442	302709
1404	49476	302672
1405	49509	302619
1406	49540	302560
1407	49573	302511
1408	49601	302434
1409	49631	302363
1410	49660	302294
1411	49691	302233
1412	49737	302264
1413	49773	302228
1414	49802	302158
1415	49827	302063
1416	49859	302004
1417	49885	301916
1418	49910	301817
1419	49936	301730
1420	49961	301630
1421	49991	301565
1422	50018	301480
1423	50044	301391
1424	50070	301300
1425	50097	301219
1426	50122	301123
1427	50150	301040
1428	50183	300994
1429	50210	300910
1430	50244	300868
1431	50279	300834
1432	50305	300742
1433	50331	300652
1434	50355	300555
1435	50386	300495
1436	50413	300412
1437	50438	300313
1438	50463	300223
1439	50489	300129
1440	50514	300035
1441	50537	299933
1442	50563	299844
1443	50588	299744
1444	50614	299658
1445	50641	299577
1446	50666	299480
1447	50689	299378
1448	50715	299287
1449	50738	299184
1450	50765	299097
1451	50790	299004
1452	50818	298930
1453	50844	298843
1454	50869	298748
1455	50895	298664
1456	50927	298609
1457	50955	298535
1458	50984	298464
1459	51026	298469
1460	51054	298395
1461	51083	298323
1462	51131	298365
1463	51159	298288
1464	51187	298215
1465	51243	298302
1466	51272	298236
1467	51298	298146
1468	51323	298053
1469	51347	297956
1470	51372	297864
1471	51397	297770
1472	51429	297719
1473	51460	297660
1474	51487	297577
1475	51514	297497
1476	51539	297408
1477	51565	297322
1478	51590	297229
1479	51615	297138
1480	51643	297064
1481	51670	296982
1482	51695	296893
1483	51721	296804
1484	51745	296707
1485	51771	296621
1486	51795	296525
1487	51821	296440
1488	51845	296342
1489	51871	296259
1490	51897	296175
1491	51925	296101
1492	51952	296022
1493	51978	295935
1494	52003	295847
1495	52030	295766
1496	52057	295687
1497	52084	295609
1498	52161	295814
1499	52189	295741
1500	52213	295643
1501	52238	295555
1502	52266	295481
1503	52295	295413
1504	52324	295345
1505	52339	295199
1506	52366	295123
1507	52395	295056
1508	52426	295001
1509	52456	294936
1510	52486	294875
1511	52515	294811
1512	52541	294725
1513	52570	294657
1514	52601	294601
1515	52628	294523
1516	52656	294453
1517	52685	294385
1518	52713	294312
1519	52739	294228
1520	52763	294139
1521	52787	294042
1522	52812	293952
1523	52836	293859
1524	52861	293774
1525	52886	293685
1526	52915	293614
1527	52945	293556
1528	52971	293472
1529	52996	293383
1530	53021	293298
1531	53046	293209
1532	53071	293120
1533	53115	293138
1534	53144	293072
1535	53170	292989
1536	53195	292903
1537	53220	292814
1538	53260	292809
1539	53302	292816
1540	53344	292823
1541	53371	292747
1542	53400	292683
1543	53426	292598
1544	53451	292511
1545	53478	292435
1546	53502	292343
1547	53526	292253
1548	53550	292157
1549	53579	292092
1550	53606	292017
1551	53631	291934
1552	53656	291847
1553	53682	291763
1554	53710	291694
1555	53735	291609
1556	53762	291532
1557	53793	291477
1558	53819	291401
1559	53852	291355
1560	53882	291294
1561	53909	291222
1562	53940	291168
1563	53968	291097
1564	54011	291111
1565	54044	291065
1566	54073	291001
1567	54101	290936
1568	54127	290850
1569	54153	290772
1570	54178	290685
1571	54204	290606
1572	54228	290518
1573	54253	290434
1574	54293	290425
1575	54317	290338
1576	54343	290254
1577	54367	290169
1578	54392	290079
1579	54418	290001
1580	54444	289921
1581	54474	289867
1582	54501	289792
1583	54527	289713
1584	54552	289628
1585	54581	289564
1586	54605	289476
1587	54630	289391
1588	54656	289310
1589	54680	289221
1590	54693	289076
1591	54723	289015
1592	54749	288939
1593	54773	288850
1594	54799	288769
1595	54824	288689
1596	54850	288607
1597	54874	288522
1598	54900	288441
1599	54927	288370
1600	54967	288364
1601	54993	288287
1602	55020	288211
1603	55046	288135
1604	55071	288052
1605	55096	287970
1606	55124	287902
1607	55155	287853
1608	55187	287806
1609	55216	287741
1610	55245	287680
1611	55271	287603
1612	55298	287530
1613	55325	287458
1614	55356	287406
1615	55388	287361
1616	55417	287302
1617	55445	287232
1618	55472	287159
1619	55502	287104
1620	55526	287016
1621	55551	286936
1622	55581	286880
1623	55608	286808
1624	55634	286731
1625	55658	286644
1626	55684	286566
1627	55710	286489
1628	55734	286404
1629	55759	286321
1630	55783	286236
1631	55811	286169
1632	55839	286103
1633	55866	286032
1634	55892	285956
1635	55917	285874
1636	55942	285794
1637	55967	285712
1638	55993	285641
1639	56020	285566
1640	56050	285510
1641	56075	285429
1642	56099	285347
1643	56126	285276
1644	56155	285214
1645	56179	285127
1646	56203	285042
1647	56230	284973
1648	56259	284913
1649	56284	284835
1650	56310	284757
1651	56334	284672
1652	56347	284532
1653	56373	284457
1654	56398	284380
1655	56424	284301
1656	56449	284222
1657	56473	284138
1658	56503	284082
1659	56534	284032
1660	56562	283968
1661	56593	283920
1662	56624	283871
1663	56654	283817
1664	56680	283741
1665	56712	283700
