iter	Passed	Remaining
2582	81739	234711
2583	81768	234673
2584	81793	234623
2585	81818	234571
2586	81842	234518
2587	81868	234471
2588	81896	234427
2589	81921	234378
2590	81949	234335
2591	81975	234288
2592	82007	234257
2593	82033	234210
2594	82059	234162
2595	82087	234120
2596	82113	234072
2597	82139	234024
2598	82168	233984
2599	82198	233950
2600	82227	233910
2601	82254	233865
2602	82281	233820
2603	82307	233774
2604	82335	233731
2605	82362	233686
2606	82389	233642
2607	82414	233592
2608	82443	233551
2609	82453	233459
2610	82477	233406
2611	82500	233351
2612	82527	233306
2613	82553	233258
2614	82577	233207
2615	82602	233156
2616	82658	233193
2617	82704	233202
2618	82742	233187
2619	82766	233135
2620	82790	233082
2621	82815	233034
2622	82840	232983
2623	82868	232941
2624	82895	232896
2625	82918	232841
2626	82943	232790
2627	82967	232737
2628	82991	232685
2629	83016	232634
2630	83045	232596
2631	83071	232550
2632	83096	232498
2633	83120	232447
2634	83157	232430
2635	83181	232377
2636	83206	232327
2637	83230	232275
2638	83256	232228
2639	83283	232185
2640	83308	232135
2641	83331	232080
2642	83358	232036
2643	83385	231991
2644	83414	231952
2645	83442	231911
2646	83474	231880
2647	83500	231835
2648	83529	231794
2649	83562	231767
2650	83591	231730
2651	83619	231687
2652	83644	231639
2653	83672	231598
2654	83732	231644
2655	83760	231601
2656	83786	231556
2657	83811	231506
2658	83835	231453
2659	83860	231403
2660	83885	231354
2661	83912	231310
2662	83939	231267
2663	83965	231219
2664	83989	231167
2665	84012	231114
2666	84039	231069
2667	84062	231015
2668	84088	230966
2669	84112	230916
2670	84136	230863
2671	84162	230818
2672	84190	230775
2673	84214	230724
2674	84251	230706
2675	84276	230656
2676	84300	230607
2677	84325	230556
2678	84351	230509
2679	84377	230462
2680	84415	230449
2681	84439	230399
2682	84464	230348
2683	84487	230295
2684	84512	230244
2685	84537	230195
2686	84562	230146
2687	84594	230116
2688	84620	230069
2689	84644	230018
2690	84668	229968
2691	84692	229915
2692	84717	229866
2693	84743	229819
2694	84770	229776
2695	84799	229737
2696	84827	229696
2697	84852	229647
2698	84881	229611
2699	84907	229564
2700	84936	229527
2701	84999	229579
2702	85041	229577
2703	85083	229574
2704	85111	229534
2705	85148	229516
2706	85186	229502
2707	85220	229477
2708	85247	229435
2709	85273	229390
2710	85298	229339
2711	85323	229290
2712	85348	229242
2713	85372	229190
2714	85399	229148
2715	85424	229098
2716	85448	229047
2717	85472	228994
2718	85496	228944
2719	85521	228895
2720	85546	228846
2721	85576	228812
2722	85634	228851
2723	85659	228802
2724	85682	228749
2725	85707	228700
2726	85731	228647
2727	85756	228599
2728	85782	228553
2729	85807	228506
2730	85835	228464
2731	85861	228419
2732	85885	228367
2733	85910	228318
2734	85934	228267
2735	85959	228219
2736	85985	228173
2737	86013	228133
2738	86040	228089
2739	86064	228040
2740	86089	227990
2741	86112	227938
2742	86137	227889
2743	86162	227840
2744	86190	227801
2745	86216	227753
2746	86246	227719
2747	86274	227679
2748	86301	227637
2749	86328	227593
2750	86355	227550
2751	86382	227507
2752	86409	227463
2753	86436	227422
2754	86467	227390
2755	86497	227354
2756	86526	227317
2757	86556	227280
2758	86588	227251
2759	86614	227205
2760	86645	227174
2761	86676	227140
2762	86708	227110
2763	86739	227078
2764	86763	227028
2765	86789	226983
2766	86813	226933
2767	86840	226889
2768	86867	226848
2769	86895	226807
2770	86922	226764
2771	86949	226719
2772	86972	226668
2773	86997	226620
2774	87022	226572
2775	87049	226529
2776	87075	226483
2777	87103	226444
2778	87128	226395
2779	87153	226348
2780	87179	226302
2781	87203	226253
2782	87229	226207
2783	87254	226158
2784	87284	226124
2785	87356	226197
2786	87388	226170
2787	87412	226119
2788	87461	226133
2789	87488	226089
2790	87520	226059
2791	87550	226026
2792	87580	225989
2793	87604	225939
2794	87613	225851
2795	87637	225802
2796	87663	225755
2797	87688	225709
2798	87729	225702
2799	87760	225669
2800	87787	225626
2801	87818	225595
2802	87847	225557
2803	87873	225513
2804	87902	225475
2805	87935	225447
2806	87964	225409
2807	87991	225369
2808	88017	225324
2809	88045	225284
2810	88071	225239
2811	88100	225202
2812	88134	225177
2813	88169	225155
2814	88196	225111
2815	88220	225062
2816	88246	225017
2817	88270	224967
2818	88294	224917
2819	88317	224866
2820	88343	224819
2821	88368	224772
2822	88397	224735
2823	88423	224691
2824	88447	224642
2825	88473	224596
2826	88498	224549
2827	88523	224502
2828	88552	224463
2829	88581	224428
2830	88610	224391
2831	88623	224313
2832	88648	224265
2833	88674	224220
2834	88699	224173
2835	88726	224130
2836	88750	224081
2837	88785	224059
2838	88813	224019
2839	88839	223974
2840	88863	223925
2841	88888	223878
2842	88912	223828
2843	88936	223780
2844	88960	223731
2845	88985	223683
2846	89010	223636
2847	89039	223598
2848	89064	223551
2849	89088	223503
2850	89116	223462
2851	89142	223418
2852	89169	223377
2853	89196	223335
2854	89226	223300
2855	89255	223264
2856	89282	223220
2857	89310	223181
2858	89340	223147
2859	89382	223144
2860	89417	223120
2861	89505	223232
2862	89549	223232
2863	89584	223211
2864	89613	223173
2865	89628	223101
2866	89655	223060
2867	89682	223017
2868	89706	222968
2869	89733	222925
2870	89756	222874
2871	89782	222830
2872	89853	222897
2873	89887	222873
2874	89915	222834
2875	89940	222786
2876	89965	222741
2877	89993	222701
2878	90018	222655
2879	90045	222612
2880	90070	222564
2881	90095	222519
2882	90126	222486
2883	90151	222439
2884	90175	222391
2885	90212	222374
2886	90257	222376
2887	90288	222343
2888	90319	222311
2889	90347	222274
2890	90377	222239
2891	90403	222194
2892	90431	222154
2893	90457	222111
2894	90482	222065
2895	90509	222023
2896	90540	221991
2897	90574	221966
2898	90604	221933
2899	90646	221928
2900	90687	221919
2901	90724	221901
2902	90761	221884
2903	90809	221895
2904	90839	221862
2905	90870	221829
2906	90899	221793
2907	90940	221784
2908	90976	221765
2909	91009	221738
2910	91041	221707
2911	91072	221677
2912	91102	221641
2913	91128	221597
2914	91158	221563
2915	91187	221526
2916	91221	221502
2917	91254	221474
2918	91285	221443
2919	91332	221450
2920	91376	221450
2921	91407	221416
2922	91438	221385
2923	91464	221341
2924	91492	221303
2925	91520	221264
2926	91545	221217
2927	91576	221183
2928	91604	221145
2929	91662	221179
2930	91716	221203
2931	91757	221194
2932	91799	221189
2933	91827	221150
2934	91859	221119
2935	91889	221086
2936	91919	221051
2937	91946	221009
2938	91971	220963
2939	91998	220921
2940	92025	220880
2941	92051	220836
2942	92080	220799
2943	92113	220771
2944	92141	220733
2945	92170	220695
2946	92201	220663
2947	92236	220642
2948	92270	220617
2949	92303	220588
2950	92334	220558
2951	92365	220525
2952	92395	220490
2953	92423	220451
2954	92453	220417
2955	92484	220386
2956	92517	220358
2957	92546	220323
2958	92571	220276
2959	92602	220243
2960	92628	220200
2961	92655	220157
2962	92692	220139
2963	92720	220100
2964	92750	220066
2965	92777	220025
2966	92803	219982
2967	92829	219937
2968	92855	219895
2969	92882	219852
2970	92909	219812
2971	92935	219768
2972	92964	219732
2973	92993	219694
2974	93020	219652
2975	93052	219623
2976	93079	219581
2977	93106	219540
2978	93132	219498
2979	93165	219469
2980	93194	219433
2981	93229	219410
2982	93275	219414
2983	93308	219386
2984	93334	219343
2985	93362	219305
2986	93391	219269
2987	93443	219285
2988	93480	219266
2989	93507	219227
2990	93538	219194
2991	93570	219165
2992	93608	219148
2993	93643	219128
2994	93674	219095
2995	93705	219063
2996	93732	219022
2997	93763	218989
2998	93795	218960
2999	93828	218933
3000	93878	218944
3001	93907	218909
3002	93954	218914
3003	93985	218883
3004	94014	218845
3005	94040	218802
3006	94070	218768
3007	94099	218731
3008	94127	218691
3009	94154	218650
3010	94182	218612
3011	94208	218568
3012	94241	218542
3013	94272	218510
3014	94303	218477
3015	94333	218442
3016	94358	218398
3017	94386	218359
3018	94424	218343
3019	94453	218306
3020	94482	218269
3021	94513	218236
3022	94541	218199
3023	94569	218160
3024	94612	218155
3025	94638	218113
3026	94672	218088
3027	94703	218055
3028	94731	218017
3029	94758	217976
3030	94785	217935
3031	94814	217898
3032	94840	217854
3033	94868	217815
3034	94896	217776
3035	94927	217745
3036	94956	217708
3037	94987	217677
3038	95017	217641
3039	95045	217605
3040	95077	217573
3041	95108	217543
3042	95137	217506
3043	95170	217477
3044	95202	217449
3045	95239	217430
3046	95268	217395
3047	95301	217367
3048	95333	217337
3049	95379	217340
3050	95436	217367
3051	95484	217374
3052	95516	217345
3053	95545	217307
3054	95574	217272
3055	95602	217232
3056	95631	217195
3057	95662	217165
3058	95690	217125
3059	95717	217084
3060	95743	217042
3061	95773	217006
3062	95800	216967
3063	95830	216931
3064	95859	216896
3065	95888	216858
3066	95913	216813
3067	95940	216773
3068	95966	216730
3069	95996	216695
3070	96024	216658
3071	96054	216623
3072	96081	216581
3073	96109	216543
3074	96136	216501
3075	96162	216458
3076	96192	216424
3077	96235	216420
3078	96264	216383
3079	96292	216345
3080	96320	216306
3081	96345	216262
3082	96373	216222
3083	96398	216177
3084	96425	216137
3085	96452	216097
3086	96482	216062
3087	96513	216029
3088	96543	215995
3089	96573	215962
3090	96611	215945
3091	96662	215959
3092	96710	215965
3093	96756	215966
3094	96792	215945
3095	96823	215913
3096	96855	215884
3097	96887	215853
3098	96926	215840
3099	96958	215811
3100	96987	215775
3101	97016	215738
3102	97042	215695
3103	97066	215647
3104	97099	215619
3105	97141	215612
3106	97171	215577
3107	97194	215529
3108	97224	215494
3109	97265	215485
3110	97328	215524
3111	97355	215484
3112	97383	215444
3113	97410	215405
3114	97435	215359
3115	97462	215319
3116	97487	215272
3117	97512	215227
3118	97537	215184
3119	97570	215154
3120	97630	215188
3121	97680	215197
3122	97720	215185
3123	97746	215142
3124	97772	215098
3125	97800	215060
3126	97825	215015
3127	97849	214967
3128	97875	214924
3129	97899	214878
3130	97926	214837
3131	97952	214794
3132	97979	214753
3133	98008	214717
3134	98033	214672
3135	98059	214630
3136	98088	214594
3137	98117	214557
3138	98149	214528
3139	98177	214489
3140	98208	214458
3141	98246	214440
3142	98298	214454
3143	98332	214429
3144	98361	214393
3145	98397	214372
3146	98428	214341
3147	98460	214311
3148	98494	214284
3149	98520	214242
3150	98547	214202
3151	98578	214171
3152	98612	214145
3153	98639	214104
3154	98675	214083
3155	98698	214034
3156	98723	213988
3157	98753	213956
3158	98779	213912
3159	98804	213867
3160	98834	213832
3161	98860	213791
3162	98888	213753
3163	98912	213705
3164	98937	213660
3165	98960	213612
3166	98985	213567
3167	99009	213520
3168	99035	213478
3169	99064	213440
3170	99087	213393
3171	99158	213446
3172	99183	213402
3173	99207	213356
3174	99232	213311
3175	99260	213273
3176	99285	213228
3177	99310	213182
3178	99334	213136
3179	99357	213087
3180	99381	213041
3181	99406	212996
3182	99431	212951
3183	99459	212913
3184	99484	212868
3185	99510	212826
3186	99536	212784
3187	99563	212742
3188	99591	212704
3189	99618	212665
3190	99645	212625
3191	99691	212625
3192	99745	212642
3193	99790	212641
3194	99819	212604
3195	99846	212563
3196	99876	212531
3197	99908	212500
3198	99933	212456
3199	99963	212423
3200	100007	212418
3201	100032	212373
3202	100056	212326
3203	100082	212284
3204	100107	212240
3205	100131	212194
3206	100155	212148
3207	100178	212098
3208	100204	212056
3209	100228	212008
3210	100252	211963
3211	100279	211923
3212	100306	211882
3213	100330	211836
3214	100370	211824
3215	100397	211783
3216	100424	211742
3217	100449	211698
3218	100474	211654
3219	100500	211613
3220	100527	211573
3221	100552	211528
3222	100576	211482
3223	100600	211436
3224	100625	211391
3225	100648	211343
3226	100675	211303
3227	100700	211258
3228	100728	211221
3229	100753	211177
3230	100776	211128
3231	100800	211082
3232	100824	211035
3233	100852	210997
3234	100878	210956
3235	100909	210924
3236	100937	210886
3237	100961	210841
3238	100988	210800
3239	101015	210760
3240	101040	210716
3241	101068	210679
3242	101098	210644
3243	101125	210604
3244	101155	210572
3245	101186	210539
3246	101214	210502
3247	101243	210466
3248	101268	210422
3249	101294	210381
3250	101325	210350
3251	101356	210317
3252	101386	210284
3253	101417	210252
3254	101442	210207
3255	101469	210168
3256	101496	210128
3257	101520	210082
3258	101546	210040
3259	101574	210004
3260	101601	209963
3261	101625	209918
3262	101649	209871
3263	101676	209831
3264	101699	209785
3265	101724	209740
3266	101748	209693
3267	101784	209673
3268	101847	209707
3269	101884	209688
3270	101920	209666
3271	101944	209621
3272	101967	209574
3273	101997	209539
3274	102025	209501
3275	102049	209457
3276	102076	209416
3277	102099	209369
3278	102124	209326
3279	102148	209280
3280	102173	209235
3281	102197	209189
3282	102223	209148
3283	102250	209108
3284	102293	209102
3285	102318	209058
3286	102342	209013
3287	102366	208966
3288	102392	208924
3289	102418	208884
3290	102447	208847
3291	102473	208807
3292	102514	208796
3293	102543	208760
3294	102568	208717
3295	102595	208676
3296	102625	208644
3297	102654	208607
3298	102688	208583
3299	102716	208544
3300	102743	208507
3301	102769	208465
3302	102795	208422
3303	102821	208382
3304	102845	208336
3305	102872	208297
3306	102899	208257
3307	102925	208215
3308	102952	208176
3309	102977	208132
3310	103002	208088
3311	103026	208044
3312	103053	208005
3313	103077	207959
3314	103105	207921
3315	103129	207876
3316	103168	207861
3317	103193	207816
3318	103231	207799
3319	103256	207757
3320	103282	207715
3321	103306	207671
3322	103336	207636
3323	103361	207593
3324	103385	207549
3325	103409	207502
3326	103434	207459
3327	103458	207413
3328	103484	207372
3329	103510	207330
3330	103539	207295
3331	103575	207275
3332	103600	207232
3333	103630	207198
3334	103655	207155
3335	103680	207112
3336	103705	207069
3337	103736	207038
3338	103768	207008
3339	103792	206963
3340	103820	206925
3341	103849	206890
3342	103877	206853
3343	103904	206814
3344	103930	206774
3345	103958	206735
3346	103987	206701
3347	104049	206732
3348	104090	206719
3349	104127	206701
3350	104155	206663
3351	104187	206633
3352	104216	206599
3353	104241	206556
3354	104271	206522
3355	104295	206478
3356	104320	206433
3357	104345	206391
3358	104369	206346
3359	104395	206304
3360	104423	206268
3361	104449	206226
3362	104473	206182
3363	104497	206137
3364	104521	206092
3365	104546	206049
3366	104571	206006
3367	104599	205968
3368	104625	205927
3369	104650	205885
3370	104675	205841
3371	104698	205795
3372	104741	205787
3373	104766	205745
3374	104791	205702
3375	104818	205663
3376	104845	205623
3377	104870	205581
3378	104894	205536
3379	104938	205530
3380	104963	205486
3381	104988	205445
3382	105015	205406
3383	105040	205363
3384	105069	205327
3385	105096	205289
3386	105122	205247
3387	105146	205204
3388	105172	205162
3389	105197	205118
3390	105223	205079
3391	105248	205035
3392	105279	205004
3393	105307	204967
3394	105336	204933
3395	105367	204902
3396	105394	204862
3397	105422	204825
3398	105451	204791
3399	105480	204756
3400	105510	204723
3401	105539	204687
3402	105566	204649
3403	105598	204621
3404	105626	204583
3405	105656	204550
3406	105681	204508
3407	105713	204478
3408	105739	204438
3409	105763	204393
3410	105787	204349
3411	105812	204305
3412	105838	204265
3413	105866	204227
3414	105895	204193
3415	105938	204186
3416	105995	204204
3417	106033	204187
3418	106066	204159
3419	106100	204135
3420	106131	204103
3421	106158	204064
3422	106183	204022
3423	106208	203979
3424	106233	203937
3425	106257	203892
3426	106283	203851
3427	106307	203808
3428	106336	203772
3429	106361	203730
3430	106385	203686
3431	106410	203643
3432	106435	203600
3433	106461	203559
3434	106486	203518
3435	106513	203478
3436	106540	203440
3437	106566	203399
3438	106590	203355
3439	106614	203311
3440	106638	203266
3441	106664	203227
3442	106700	203204
3443	106727	203167
3444	106756	203131
3445	106798	203120
3446	106827	203086
3447	106861	203062
3448	106888	203022
3449	106917	202988
3450	106944	202948
3451	106976	202920
3452	107014	202902
3453	107039	202860
3454	107069	202826
3455	107095	202787
3456	107119	202743
3457	107145	202702
3458	107173	202665
3459	107200	202627
3460	107243	202618
3461	107267	202575
3462	107292	202532
3463	107317	202490
3464	107344	202452
3465	107372	202414
3466	107399	202377
3467	107428	202342
3468	107454	202302
3469	107479	202260
3470	107505	202219
3471	107531	202179
3472	107556	202137
3473	107582	202095
3474	107607	202053
3475	107634	202015
3476	107660	201975
3477	107684	201932
3478	107712	201895
3479	107737	201853
3480	107762	201811
3481	107786	201767
3482	107810	201723
3483	107834	201678
3484	107874	201664
3485	107927	201675
3486	107964	201655
3487	107989	201613
3488	108014	201571
3489	108040	201531
3490	108070	201498
3491	108104	201472
3492	108132	201436
3493	108162	201403
3494	108190	201367
3495	108218	201330
3496	108245	201292
3497	108276	201262
3498	108307	201230
3499	108335	201194
3500	108363	201158
3501	108401	201139
3502	108429	201103
3503	108458	201070
3504	108491	201041
3505	108517	201002
3506	108541	200958
3507	108566	200916
3508	108591	200874
3509	108630	200858
3510	108654	200814
3511	108680	200773
3512	108704	200729
3513	108735	200700
3514	108764	200665
3515	108789	200624
3516	108816	200585
3517	108840	200540
3518	108866	200501
3519	108892	200461
3520	108919	200422
3521	108947	200386
3522	108972	200344
3523	109013	200332
3524	109037	200289
3525	109062	200247
3526	109086	200203
3527	109112	200162
3528	109136	200119
3529	109165	200084
3530	109190	200044
3531	109215	200002
3532	109240	199959
3533	109266	199919
3534	109290	199876
3535	109334	199869
3536	109364	199836
3537	109392	199800
3538	109416	199757
3539	109442	199717
3540	109466	199673
3541	109492	199633
3542	109518	199592
3543	109547	199559
3544	109577	199526
3545	109608	199495
3546	109635	199458
3547	109671	199435
3548	109698	199398
3549	109728	199366
3550	109787	199385
3551	109850	199413
3552	109893	199403
3553	109921	199368
3554	109946	199326
3555	109973	199288
3556	109999	199248
3557	110024	199207
3558	110051	199168
3559	110077	199128
3560	110103	199088
3561	110127	199045
3562	110151	199001
3563	110174	198957
3564	110198	198914
3565	110223	198871
3566	110247	198829
3567	110275	198793
3568	110300	198750
3569	110324	198707
3570	110348	198664
3571	110373	198622
3572	110397	198580
3573	110422	198538
3574	110450	198501
3575	110475	198461
3576	110498	198415
3577	110522	198372
3578	110547	198330
3579	110573	198291
3580	110598	198248
3581	110622	198206
3582	110648	198166
3583	110680	198137
3584	110704	198095
3585	110729	198053
3586	110758	198018
3587	110783	197978
3588	110808	197935
3589	110834	197896
3590	110862	197860
3591	110888	197821
3592	110911	197776
3593	110936	197734
3594	110961	197693
3595	110987	197654
3596	111018	197622
3597	111050	197594
3598	111091	197581
3599	111120	197548
3600	111152	197517
3601	111183	197488
3602	111210	197450
3603	111237	197413
3604	111266	197377
3605	111295	197344
3606	111330	197320
3607	111360	197288
3608	111388	197252
3609	111415	197214
3610	111439	197172
3611	111465	197131
3612	111491	197092
3613	111517	197052
3614	111548	197021
3615	111610	197047
3616	111646	197025
3617	111680	197000
3618	111706	196960
3619	111740	196934
3620	111768	196899
3621	111794	196859
3622	111819	196817
3623	111845	196779
3624	111872	196740
3625	111896	196698
3626	111922	196658
3627	111947	196618
3628	111975	196582
3629	111999	196539
3630	112026	196500
3631	112051	196460
3632	112076	196418
3633	112102	196379
3634	112127	196338
3635	112151	196295
3636	112179	196260
3637	112205	196221
3638	112231	196181
3639	112257	196141
3640	112281	196098
3641	112305	196056
3642	112328	196011
3643	112356	195975
3644	112382	195937
3645	112413	195906
3646	112443	195874
3647	112469	195835
3648	112496	195797
3649	112525	195763
3650	112556	195733
3651	112597	195719
3652	112629	195690
3653	112658	195656
3654	112683	195616
3655	112713	195583
3656	112745	195554
3657	112792	195552
3658	112824	195522
3659	112848	195481
3660	112873	195439
3661	112896	195396
3662	112932	195373
3663	112955	195329
3664	112980	195287
3665	113007	195250
3666	113031	195208
3667	113060	195174
3668	113087	195137
3669	113112	195095
3670	113138	195056
3671	113165	195019
3672	113189	194977
3673	113214	194935
3674	113240	194896
3675	113268	194861
3676	113294	194821
3677	113319	194781
3678	113343	194739
3679	113368	194697
3680	113392	194655
3681	113419	194618
3682	113444	194577
3683	113523	194630
3684	113562	194613
3685	113587	194572
3686	113613	194532
3687	113639	194493
3688	113667	194458
3689	113692	194417
3690	113722	194385
3691	113747	194345
3692	113772	194302
3693	113797	194262
3694	113821	194220
3695	113848	194182
3696	113874	194144
3697	113901	194106
3698	113932	194076
3699	113960	194040
3700	113990	194009
3701	114018	193972
3702	114047	193938
3703	114072	193899
3704	114102	193865
3705	114130	193830
3706	114161	193801
3707	114191	193767
3708	114217	193729
3709	114250	193702
3710	114276	193662
3711	114311	193640
3712	114339	193604
3713	114378	193586
3714	114402	193545
3715	114427	193505
3716	114452	193463
3717	114479	193425
3718	114503	193384
3719	114530	193346
3720	114556	193307
3721	114583	193271
3722	114610	193234
3723	114635	193192
3724	114661	193154
3725	114685	193112
3726	114709	193070
3727	114739	193037
3728	114765	192999
3729	114793	192963
3730	114817	192922
3731	114857	192905
3732	114881	192865
3733	114960	192914
3734	114984	192873
3735	115013	192838
3736	115040	192801
3737	115064	192759
3738	115089	192719
3739	115114	192677
3740	115140	192638
3741	115164	192598
3742	115191	192560
3743	115241	192560
3744	115286	192555
3745	115325	192537
3746	115359	192511
3747	115387	192476
3748	115416	192443
3749	115446	192410
3750	115475	192376
3751	115504	192343
3752	115534	192311
3753	115563	192277
3754	115594	192247
3755	115628	192221
3756	115658	192189
3757	115688	192156
3758	115753	192183
3759	115809	192194
3760	115872	192216
3761	115917	192210
3762	116003	192271
3763	116037	192244
3764	116069	192216
3765	116100	192184
3766	116128	192149
3767	116159	192119
3768	116189	192087
3769	116222	192059
3770	116254	192030
3771	116286	192001
3772	116317	191972
3773	116357	191956
3774	116389	191926
3775	116418	191893
3776	116447	191860
3777	116474	191822
3778	116508	191796
3779	116540	191767
3780	116570	191736
3781	116611	191720
3782	116637	191683
3783	116683	191676
3784	116735	191681
3785	116769	191654
3786	116805	191632
3787	116832	191594
3788	116871	191577
3789	116899	191542
3790	116926	191505
3791	116953	191468
3792	117000	191463
3793	117070	191497
3794	117120	191497
3795	117149	191464
3796	117189	191448
3797	117240	191450
3798	117267	191413
3799	117295	191376
3800	117323	191340
3801	117349	191303
3802	117374	191262
3803	117400	191223
3804	117426	191185
3805	117459	191157
3806	117502	191145
3807	117547	191138
3808	117584	191117
3809	117615	191085
3810	117648	191059
3811	117677	191025
3812	117718	191010
3813	117750	190981
3814	117795	190974
3815	117828	190946
3816	117863	190921
3817	117893	190890
3818	117922	190855
3819	117950	190819
3820	117976	190782
3821	118004	190746
3822	118041	190725
3823	118075	190699
3824	118116	190685
3825	118147	190654
3826	118178	190623
3827	118215	190602
3828	118247	190573
3829	118279	190543
3830	118316	190523
3831	118352	190500
3832	118384	190471
3833	118425	190456
3834	118456	190425
3835	118490	190400
3836	118529	190382
3837	118560	190351
3838	118590	190318
3839	118638	190316
3840	118666	190281
3841	118692	190242
3842	118720	190206
3843	118751	190174
3844	118777	190136
3845	118800	190093
3846	118825	190052
3847	118849	190010
3848	118872	189967
3849	118898	189928
3850	118958	189944
3851	119054	190017
3852	119087	189989
3853	119119	189960
3854	119154	189936
3855	119189	189912
3856	119222	189884
3857	119266	189874
3858	119299	189847
3859	119351	189849
3860	119388	189827
3861	119421	189799
3862	119466	189791
3863	119503	189770
3864	119538	189745
3865	119574	189723
3866	119604	189690
3867	119651	189684
3868	119710	189699
3869	119747	189677
3870	119800	189682
3871	119838	189661
3872	119876	189642
3873	119921	189633
3874	119957	189610
3875	119985	189575
3876	120014	189540
3877	120044	189507
3878	120071	189470
3879	120096	189430
3880	120142	189422
3881	120167	189382
3882	120192	189342
3883	120216	189301
3884	120243	189264
3885	120271	189227
3886	120296	189187
3887	120323	189149
3888	120350	189113
3889	120379	189079
3890	120408	189045
3891	120434	189007
3892	120461	188968
3893	120487	188930
3894	120513	188892
3895	120542	188858
3896	120570	188822
3897	120599	188789
3898	120627	188753
3899	120653	188715
3900	120680	188676
3901	120705	188637
3902	120730	188597
3903	120759	188563
3904	120789	188531
3905	120818	188497
3906	120844	188457
3907	120870	188420
3908	120896	188381
3909	120924	188345
3910	120951	188308
3911	120976	188267
3912	121024	188264
3913	121068	188253
3914	121110	188239
3915	121155	188230
3916	121191	188208
3917	121239	188203
3918	121282	188190
3919	121312	188157
3920	121341	188124
3921	121371	188091
3922	121401	188059
3923	121438	188038
3924	121493	188044
3925	121541	188039
3926	121587	188032
3927	121633	188023
3928	121670	188001
3929	121712	187989
3930	121740	187952
3931	121789	187949
3932	121815	187911
3933	121848	187882
3934	121880	187853
3935	121936	187861
3936	121962	187822
3937	121988	187783
3938	122015	187747
3939	122043	187712
3940	122071	187676
3941	122101	187642
3942	122129	187608
3943	122172	187595
3944	122198	187557
3945	122223	187516
3946	122248	187477
3947	122275	187439
3948	122301	187401
3949	122329	187365
3950	122361	187335
3951	122389	187300
3952	122423	187274
3953	122452	187239
3954	122490	187219
3955	122532	187206
3956	122608	187244
3957	122657	187240
3958	122689	187210
3959	122728	187191
3960	122770	187177
3961	122816	187169
3962	122855	187151
3963	122884	187117
3964	122917	187088
3965	122947	187056
3966	122978	187024
3967	123006	186989
3968	123032	186951
3969	123063	186919
3970	123093	186887
3971	123125	186857
3972	123158	186830
3973	123188	186798
3974	123214	186758
3975	123240	186720
3976	123271	186689
3977	123301	186657
3978	123343	186642
3979	123374	186611
3980	123406	186582
3981	123437	186551
3982	123464	186514
3983	123492	186478
3984	123520	186442
3985	123545	186402
3986	123570	186363
3987	123596	186324
3988	123660	186343
3989	123686	186304
3990	123711	186264
3991	123738	186227
3992	123762	186185
3993	123788	186148
3994	123815	186111
3995	123840	186070
3996	123865	186030
3997	123889	185989
3998	123915	185950
3999	123941	185912
4000	123968	185875
4001	123994	185836
4002	124022	185801
4003	124052	185769
4004	124080	185733
4005	124106	185694
4006	124146	185676
4007	124173	185640
4008	124203	185607
4009	124235	185579
4010	124265	185546
4011	124308	185532
4012	124335	185496
4013	124364	185462
4014	124390	185423
4015	124419	185389
4016	124446	185353
4017	124492	185345
4018	124521	185310
4019	124556	185285
4020	124583	185249
4021	124609	185210
4022	124635	185171
4023	124661	185133
4024	124687	185094
4025	124731	185082
4026	124790	185093
4027	124834	185082
4028	124870	185059
4029	124900	185025
4030	124945	185015
4031	124974	184981
4032	125000	184943
4033	125030	184911
4034	125059	184877
4035	125088	184843
4036	125116	184808
4037	125145	184774
4038	125176	184743
4039	125218	184728
4040	125271	184729
4041	125320	184725
4042	125360	184706
4043	125387	184671
4044	125415	184634
4045	125441	184597
4046	125469	184560
4047	125496	184524
4048	125538	184509
4049	125609	184538
4050	125647	184516
4051	125678	184485
4052	125713	184460
4053	125757	184448
4054	125794	184426
4055	125835	184410
4056	125880	184399
4057	125917	184376
4058	125950	184348
4059	125981	184317
4060	126011	184285
4061	126042	184254
4062	126073	184223
4063	126104	184192
4064	126130	184153
4065	126157	184117
4066	126185	184080
4067	126212	184044
4068	126240	184008
4069	126265	183968
4070	126294	183934
4071	126321	183897
4072	126346	183858
4073	126371	183819
4074	126402	183787
4075	126428	183749
4076	126454	183710
4077	126478	183670
4078	126506	183634
4079	126533	183597
4080	126558	183558
4081	126583	183518
4082	126608	183478
4083	126638	183445
4084	126665	183408
4085	126690	183369
4086	126721	183338
4087	126751	183305
4088	126775	183265
4089	126802	183228
4090	126843	183211
4091	126868	183171
4092	126893	183132
4093	126916	183090
4094	126942	183050
4095	126968	183013
4096	126995	182975
4097	127022	182939
4098	127048	182902
4099	127081	182873
4100	127107	182834
4101	127136	182801
4102	127162	182763
4103	127190	182727
4104	127219	182693
4105	127246	182656
4106	127272	182619
4107	127300	182584
4108	127328	182548
4109	127354	182510
4110	127383	182477
4111	127410	182440
4112	127436	182401
4113	127473	182379
4114	127498	182339
4115	127522	182299
4116	127547	182259
4117	127573	182221
4118	127599	182183
4119	127626	182146
4120	127650	182105
4121	127675	182065
4122	127699	182025
4123	127726	181989
4124	127750	181947
4125	127776	181909
4126	127802	181871
4127	127830	181835
4128	127855	181797
4129	127879	181756
4130	127904	181717
4131	127928	181675
4132	127952	181635
4133	127977	181596
4134	128005	181559
4135	128029	181519
