iter	RMSE
1667	54600.92007
1668	54599.67727
1669	54599.67089
1670	54599.51146
1671	54595.43556
1672	54593.79579
1673	54592.70862
1674	54591.66995
1675	54591.51242
1676	54590.51825
1677	54587.30903
1678	54587.07001
1679	54586.66933
1680	54586.66303
1681	54586.334
1682	54585.77887
1683	54585.73481
1684	54583.82505
1685	54583.7713
1686	54583.34027
1687	54582.74995
1688	54580.20173
1689	54580.04441
1690	54579.13569
1691	54572.84196
1692	54572.24274
1693	54571.54198
1694	54570.91579
1695	54570.07747
1696	54569.88897
1697	54568.92338
1698	54565.83906
1699	54565.04364
1700	54562.77691
1701	54561.67023
1702	54561.15903
1703	54559.21992
1704	54558.4492
1705	54558.25055
1706	54558.05963
1707	54554.17801
1708	54552.85058
1709	54549.69269
1710	54548.30949
1711	54547.59244
1712	54544.27587
1713	54543.67987
1714	54543.62732
1715	54542.55072
1716	54541.81621
1717	54540.09564
1718	54539.50712
1719	54538.97803
1720	54535.20234
1721	54534.73971
1722	54534.6967
1723	54533.38881
1724	54532.33743
1725	54531.94047
1726	54530.85596
1727	54530.6608
1728	54530.13685
1729	54529.99732
1730	54527.14695
1731	54527.14178
1732	54524.1398
1733	54523.69877
1734	54522.86008
1735	54520.77761
1736	54519.89271
1737	54519.29275
1738	54518.76182
1739	54517.31707
1740	54514.20643
1741	54512.96296
1742	54510.9742
1743	54508.30071
1744	54508.29516
1745	54506.69885
1746	54506.21239
1747	54498.81038
1748	54497.68671
1749	54493.10364
1750	54493.02112
1751	54491.2618
1752	54491.08549
1753	54483.96827
1754	54483.96294
1755	54483.75671
1756	54483.38075
1757	54482.89966
1758	54482.70745
1759	54479.63453
1760	54478.90847
1761	54478.50318
1762	54477.60541
1763	54476.41898
1764	54476.41387
1765	54474.63175
1766	54474.39789
1767	54473.90899
1768	54469.42079
1769	54468.60999
1770	54467.92757
1771	54467.14474
1772	54465.70049
1773	54465.50997
1774	54462.02582
1775	54461.04858
1776	54459.88072
1777	54459.87573
1778	54455.25327
1779	54454.93286
1780	54454.4279
1781	54451.52507
1782	54450.99511
1783	54449.43686
1784	54448.60097
1785	54446.73227
1786	54446.17878
1787	54445.22968
1788	54438.46089
1789	54438.25408
1790	54438.05306
1791	54436.36435
1792	54433.82078
1793	54433.49539
1794	54430.19215
1795	54429.28128
1796	54428.35492
1797	54428.21556
1798	54427.89392
1799	54425.76284
1800	54423.33651
1801	54422.6343
1802	54422.17587
1803	54420.22919
1804	54416.98967
1805	54415.97275
1806	54415.73306
1807	54414.32633
1808	54414.11542
1809	54413.81812
1810	54413.53579
1811	54413.4649
1812	54409.03429
1813	54408.9081
1814	54407.95494
1815	54406.12439
1816	54406.07577
1817	54405.65952
1818	54405.42127
1819	54404.51541
1820	54403.65263
1821	54402.49596
1822	54401.62169
1823	54400.44409
1824	54399.5477
1825	54398.71717
1826	54397.96135
1827	54397.62233
1828	54397.42211
1829	54393.50794
1830	54392.72831
1831	54391.93671
1832	54391.61991
1833	54390.92185
1834	54388.15642
1835	54383.92172
1836	54383.58828
1837	54382.72229
1838	54382.34332
1839	54381.79796
1840	54381.79368
1841	54377.40401
1842	54377.21374
1843	54375.63831
1844	54374.60067
1845	54373.78191
1846	54371.84561
1847	54371.7295
1848	54370.75808
1849	54370.4333
1850	54370.1518
1851	54363.69135
1852	54363.51322
1853	54361.91406
1854	54361.78302
1855	54361.61607
1856	54361.25405
1857	54361.07085
1858	54360.50456
1859	54360.35662
1860	54359.62285
1861	54359.22267
1862	54358.59966
1863	54332.7003
1864	54331.91968
1865	54315.83403
1866	54314.92421
1867	54311.9899
1868	54310.35647
1869	54309.3141
1870	54306.53346
1871	54306.11121
1872	54305.96818
1873	54305.81174
1874	54305.64662
1875	54305.53597
1876	54305.15053
1877	54304.72838
1878	54304.42501
1879	54304.24399
1880	54303.99266
1881	54303.85679
1882	54303.68533
1883	54303.32398
1884	54302.54914
1885	54293.54843
1886	54292.80023
1887	54292.65308
1888	54291.90986
1889	54291.85908
1890	54291.58167
1891	54291.03919
1892	54290.56552
1893	54290.48318
1894	54288.72576
1895	54288.02541
1896	54287.08707
1897	54285.01192
1898	54283.33122
1899	54283.16546
1900	54282.22747
1901	54281.74275
1902	54281.36293
1903	54281.03047
1904	54280.80134
1905	54280.76654
1906	54280.39148
1907	54279.52402
1908	54279.11757
1909	54278.61281
1910	54277.86291
1911	54275.95407
1912	54275.09314
1913	54274.88593
1914	54272.51487
1915	54272.48221
1916	54269.95705
1917	54266.90756
1918	54265.26868
1919	54264.93215
1920	54264.77539
1921	54262.10322
1922	54261.6331
1923	54260.89325
1924	54260.72893
1925	54260.05342
1926	54256.26299
1927	54255.44613
1928	54254.17696
1929	54253.95416
1930	54253.95081
1931	54252.25086
1932	54252.13248
1933	54251.85125
1934	54250.30277
1935	54249.94075
1936	54249.7463
1937	54249.29775
1938	54248.27004
1939	54244.68532
1940	54240.60567
1941	54236.33939
1942	54232.71201
1943	54232.60057
1944	54232.3416
1945	54231.50012
1946	54230.01232
1947	54228.56005
1948	54227.54784
1949	54227.43745
1950	54223.3038
1951	54222.49328
1952	54222.31254
1953	54222.17387
1954	54222.17027
1955	54215.79057
1956	54214.90321
1957	54213.21569
1958	54210.70325
1959	54208.55076
1960	54207.30908
1961	54205.71281
1962	54204.77955
1963	54189.65797
1964	54189.29971
1965	54188.4795
1966	54187.78258
1967	54187.17681
1968	54183.33333
1969	54180.92566
1970	54180.33169
1971	54179.87138
1972	54178.26956
1973	54176.30667
1974	54175.30396
1975	54174.89348
1976	54174.04583
1977	54173.82124
1978	54173.14484
1979	54172.20599
1980	54172.18535
1981	54168.91023
1982	54168.5088
1983	54166.50185
1984	54162.99378
1985	54162.17392
1986	54161.76332
1987	54160.82226
1988	54160.59624
1989	54160.20135
1990	54159.30133
1991	54156.80393
1992	54153.91641
1993	54153.11463
1994	54152.13909
1995	54150.39013
1996	54150.09824
1997	54147.9059
1998	54147.08632
1999	54146.77816
2000	54143.83771
2001	54141.44124
2002	54140.6762
2003	54138.96286
2004	54137.18003
2005	54137.06635
2006	54136.93726
2007	54136.85275
2008	54135.98671
2009	54135.54349
2010	54135.5405
2011	54135.0982
2012	54133.27523
2013	54131.52621
2014	54130.722
2015	54119.71833
2016	54119.4479
2017	54118.49708
2018	54118.35735
2019	54117.74598
2020	54114.3714
2021	54113.78684
2022	54112.86859
2023	54111.57877
2024	54111.17157
2025	54109.19169
2026	54108.78945
2027	54107.91747
2028	54107.10355
2029	54106.84978
2030	54105.33785
2031	54105.19137
2032	54105.03579
2033	54104.9327
2034	54103.38011
2035	54103.22833
2036	54102.66645
2037	54099.83178
2038	54099.23479
2039	54097.43515
2040	54096.87041
2041	54090.00813
2042	54088.38801
2043	54088.05826
2044	54087.12312
2045	54083.2017
2046	54082.98409
2047	54082.53217
2048	54081.73306
2049	54081.12833
2050	54080.81386
2051	54080.26295
2052	54079.68775
2053	54078.95609
2054	54078.95288
2055	54076.63144
2056	54075.83196
2057	54074.12762
2058	54073.3351
2059	54071.82507
2060	54071.10399
2061	54070.16988
2062	54069.08717
2063	54063.74025
2064	54062.30302
2065	54057.21693
2066	54056.9633
2067	54056.67156
2068	54055.78497
2069	54055.61385
2070	54055.18792
2071	54053.3607
2072	54051.71792
2073	54051.42788
2074	54051.24508
2075	54049.84923
2076	54046.96132
2077	54046.83907
2078	54045.65259
2079	54043.34506
2080	54041.49953
2081	54040.277
2082	54039.71127
2083	54037.91746
2084	54037.20551
2085	54036.36247
2086	54031.01034
2087	54030.75765
2088	54030.58303
2089	54029.90351
2090	54028.24994
2091	54027.33253
2092	54025.07495
2093	54024.92872
2094	54024.54444
2095	54022.48652
2096	54021.93886
2097	54021.67874
2098	54021.65484
2099	54021.06597
2100	54020.85781
2101	54020.77376
2102	54019.56007
2103	54018.28255
2104	54014.23356
2105	54013.43856
2106	54013.07895
2107	54012.58978
2108	54012.21996
2109	54011.74506
2110	54011.48865
2111	54011.29327
2112	54009.08436
2113	54008.89629
2114	54008.22822
2115	54007.19567
2116	54006.19943
2117	54005.83183
2118	54005.64169
2119	54005.55666
2120	54003.85552
2121	54002.34814
2122	54001.92474
2123	54000.23938
2124	54000.09298
2125	53997.55547
2126	53993.09239
2127	53991.67317
2128	53991.39787
2129	53991.29221
2130	53990.92262
2131	53989.93044
2132	53988.55837
2133	53988.55524
2134	53988.2824
2135	53987.62436
2136	53984.99906
2137	53984.95935
2138	53984.43613
2139	53981.81972
2140	53981.24018
2141	53979.50226
2142	53979.29242
2143	53977.65872
2144	53976.80222
2145	53975.19602
2146	53973.81595
2147	53973.4663
2148	53972.51682
2149	53972.10489
2150	53971.92121
2151	53969.75689
2152	53967.22655
2153	53965.68588
2154	53964.81558
2155	53964.30194
2156	53963.7021
2157	53957.71598
2158	53955.87101
2159	53953.47251
2160	53953.36327
2161	53952.97178
2162	53952.922
2163	53952.48597
2164	53951.77899
2165	53949.01756
2166	53948.91211
2167	53947.64861
2168	53946.19347
2169	53944.9376
2170	53944.57318
2171	53944.39514
2172	53943.27494
2173	53942.78294
2174	53941.60744
2175	53940.70769
2176	53940.60731
2177	53940.0567
2178	53938.73876
2179	53924.85355
2180	53924.65535
2181	53924.17729
2182	53923.79153
2183	53922.93172
2184	53920.38273
2185	53920.19259
2186	53917.67892
2187	53917.50362
2188	53915.6243
2189	53915.07322
2190	53911.07985
2191	53910.26428
2192	53910.11438
2193	53909.12988
2194	53909.02742
2195	53908.7883
2196	53906.42865
2197	53891.23923
2198	53891.07959
2199	53890.92004
2200	53889.98579
2201	53889.03947
2202	53888.9377
2203	53888.43992
2204	53887.98243
2205	53887.7099
2206	53887.51443
2207	53887.19712
2208	53887.11541
2209	53886.93989
2210	53885.30647
2211	53885.21021
2212	53885.03836
2213	53884.58919
2214	53883.358
2215	53882.92731
2216	53881.73053
2217	53881.5449
2218	53880.18788
2219	53879.87722
2220	53878.88165
2221	53878.83553
2222	53878.66137
2223	53878.04965
2224	53875.91099
2225	53875.82789
2226	53875.35239
2227	53874.77291
2228	53872.79885
2229	53872.43933
2230	53872.43706
2231	53868.69905
2232	53868.44374
2233	53868.30447
2234	53867.8383
2235	53867.53795
2236	53867.04508
2237	53864.69828
2238	53863.08854
2239	53862.20122
2240	53862.04078
2241	53862.01925
2242	53862.00116
2243	53861.30066
2244	53858.62049
2245	53858.09446
2246	53851.25763
2247	53849.87553
2248	53849.3924
2249	53848.93429
2250	53848.46305
2251	53847.3579
2252	53846.64869
2253	53846.35492
2254	53846.31514
2255	53845.872
2256	53844.95568
2257	53844.82622
2258	53844.36849
2259	53844.14516
2260	53843.54276
2261	53843.54059
2262	53842.85435
2263	53840.60085
2264	53840.04311
2265	53836.159
2266	53835.7703
2267	53834.15168
2268	53834.05275
2269	53832.87616
2270	53831.11176
2271	53830.42734
2272	53830.22328
2273	53829.91407
2274	53828.26906
2275	53826.8899
2276	53824.46783
2277	53824.02193
2278	53818.08425
2279	53816.28055
2280	53816.18202
2281	53816.17945
2282	53815.57071
2283	53813.24776
2284	53812.8211
2285	53808.94376
2286	53801.99037
2287	53801.10289
2288	53801.05096
2289	53800.14115
2290	53799.01642
2291	53797.67236
2292	53797.49511
2293	53786.14226
2294	53785.48814
2295	53784.73682
2296	53784.7343
2297	53783.67069
2298	53783.16013
2299	53782.73152
2300	53782.30114
2301	53781.61177
2302	53781.20544
2303	53781.1132
2304	53776.91937
2305	53776.48527
2306	53773.18641
2307	53773.02197
2308	53772.16738
2309	53771.66075
2310	53771.00087
2311	53770.87325
2312	53770.00401
2313	53769.64417
2314	53768.9543
2315	53768.83661
2316	53768.00854
2317	53767.93447
2318	53762.14999
2319	53760.19656
2320	53759.39497
2321	53759.09978
2322	53755.36909
2323	53752.96522
2324	53750.96058
2325	53749.35055
2326	53746.78267
2327	53745.55165
2328	53744.62722
2329	53744.62478
2330	53744.62238
2331	53743.95053
2332	53743.21469
2333	53741.10163
2334	53740.74518
2335	53740.6255
2336	53740.11701
2337	53739.03338
2338	53738.60977
2339	53738.259
2340	53737.69158
2341	53737.37209
2342	53728.99298
2343	53723.50028
2344	53722.88477
2345	53722.16983
2346	53719.88686
2347	53718.73096
2348	53718.69293
2349	53718.05462
2350	53717.82619
2351	53714.19321
2352	53714.19095
2353	53714.0999
2354	53710.57644
2355	53709.43402
2356	53709.1201
2357	53705.84508
2358	53705.20247
2359	53703.92523
2360	53703.39456
2361	53701.89302
2362	53700.35059
2363	53697.92574
2364	53697.00845
2365	53684.58968
2366	53683.98573
2367	53683.97125
2368	53683.54727
2369	53683.51966
2370	53678.2445
2371	53677.66415
2372	53676.84755
2373	53671.73096
2374	53666.66062
2375	53663.37821
2376	53663.2413
2377	53663.13983
2378	53662.87415
2379	53660.55971
2380	53658.70788
2381	53657.01246
2382	53656.55388
2383	53656.37885
2384	53656.11489
2385	53654.95969
2386	53654.24657
2387	53654.2446
2388	53653.50497
2389	53653.33932
2390	53651.66797
2391	53649.32904
2392	53647.44406
2393	53646.77215
2394	53646.38233
2395	53645.88166
2396	53644.83837
2397	53644.09949
2398	53643.9326
2399	53643.75496
2400	53643.6012
2401	53643.29891
2402	53640.57192
2403	53636.35607
2404	53636.19653
2405	53635.94026
2406	53634.71411
2407	53632.6612
2408	53631.3215
2409	53627.79939
2410	53625.1025
2411	53624.43906
2412	53623.77662
2413	53622.7502
2414	53621.86307
2415	53616.53793
2416	53616.51948
2417	53614.52969
2418	53613.64333
2419	53612.96651
2420	53612.62899
2421	53612.48007
2422	53611.40186
2423	53609.98738
2424	53608.8199
2425	53607.84041
2426	53607.5199
2427	53602.6864
2428	53601.95271
2429	53600.16448
2430	53597.6731
2431	53597.43088
2432	53596.05305
2433	53595.95764
2434	53584.89556
2435	53584.66649
2436	53583.62636
2437	53583.4789
2438	53583.22652
2439	53581.00395
2440	53580.37398
2441	53579.66172
2442	53577.69775
2443	53577.32795
2444	53577.07934
2445	53576.91575
2446	53576.225
2447	53574.9758
2448	53573.78365
2449	53573.22091
2450	53572.91444
2451	53572.8888
2452	53572.081
2453	53571.33074
2454	53570.17177
2455	53569.27506
2456	53568.75574
2457	53568.38719
2458	53567.64974
2459	53566.57432
2460	53565.7852
2461	53565.53137
2462	53563.14398
2463	53562.59674
2464	53558.02263
2465	53557.67798
2466	53557.44531
2467	53557.09477
2468	53555.88225
2469	53554.48906
2470	53553.96252
2471	53549.37522
2472	53546.84291
2473	53546.33648
2474	53546.11003
2475	53543.35824
2476	53543.09215
2477	53542.49781
2478	53542.16125
2479	53540.82923
2480	53537.79965
2481	53537.37121
2482	53532.96752
2483	53531.98358
2484	53531.78759
2485	53530.40679
2486	53529.83554
2487	53529.72807
2488	53529.70731
2489	53528.99486
2490	53528.4641
2491	53527.96838
2492	53526.03872
2493	53522.78858
2494	53521.81097
2495	53521.14523
2496	53520.80767
2497	53520.16152
2498	53519.06638
2499	53518.05333
2500	53513.84298
2501	53512.17227
2502	53511.9558
2503	53510.88518
2504	53509.94485
2505	53508.51344
2506	53508.28513
2507	53507.80567
2508	53506.52993
2509	53506.06138
2510	53505.3394
2511	53504.87923
2512	53504.67112
2513	53503.56495
2514	53502.47937
2515	53500.89089
2516	53499.59292
2517	53499.26485
2518	53498.81744
2519	53498.02519
2520	53491.51276
2521	53488.46567
2522	53484.15224
2523	53482.38893
2524	53480.68552
2525	53480.43742
2526	53480.00596
2527	53472.70877
2528	53471.66734
2529	53471.29994
2530	53470.56615
2531	53469.86334
2532	53462.71365
2533	53460.51749
2534	53459.90672
2535	53459.7087
2536	53457.99464
2537	53457.57099
2538	53457.04586
2539	53456.87184
2540	53456.83252
2541	53455.99557
2542	53455.90368
2543	53455.4964
2544	53448.69807
2545	53448.39541
2546	53436.814
2547	53436.27395
2548	53436.18897
2549	53435.78619
2550	53435.76882
2551	53435.76719
2552	53435.33156
2553	53434.93106
2554	53434.23813
2555	53432.89077
2556	53432.36318
2557	53431.97577
2558	53431.97416
2559	53430.68831
2560	53426.46864
2561	53426.14854
2562	53425.79729
2563	53425.53772
2564	53423.41113
2565	53423.03995
2566	53422.15346
2567	53416.14451
2568	53415.80765
2569	53415.32486
2570	53414.9837
2571	53410.92603
2572	53407.95995
2573	53407.61912
2574	53406.65556
2575	53402.67112
2576	53398.77487
2577	53396.79867
2578	53385.9775
2579	53385.60425
2580	53384.9305
2581	53384.79883
2582	53384.29634
2583	53383.61385
2584	53383.18446
2585	53382.71365
2586	53382.35878
2587	53380.92452
2588	53379.716
2589	53373.69128
2590	53373.20991
2591	53373.12766
2592	53372.82352
2593	53372.48983
2594	53372.03786
2595	53371.07953
2596	53356.78091
2597	53356.36144
2598	53351.52011
2599	53345.98375
2600	53340.22351
2601	53339.31976
2602	53339.08268
2603	53337.57325
2604	53336.56643
2605	53336.00702
2606	53335.59008
2607	53334.56797
2608	53333.95418
2609	53333.95293
2610	53333.40584
2611	53332.75755
2612	53332.52761
2613	53332.27634
2614	53331.41046
2615	53330.47505
2616	53327.89355
2617	53322.32446
2618	53321.22442
2619	53312.65605
2620	53310.15801
2621	53309.45822
2622	53308.86421
2623	53307.86552
2624	53307.32637
2625	53297.56423
2626	53297.13397
2627	53294.45784
2628	53293.77882
2629	53293.1768
2630	53292.60037
2631	53290.39433
2632	53290.2823
2633	53289.66057
2634	53289.06593
2635	53288.58675
2636	53288.20185
2637	53287.64015
2638	53287.51281
2639	53287.33677
2640	53285.81122
2641	53283.672
2642	53279.80269
2643	53279.25807
2644	53278.15125
2645	53277.9434
2646	53277.1194
2647	53276.16481
2648	53274.08291
2649	53273.74984
2650	53273.2012
2651	53271.89828
2652	53270.27039
2653	53269.46034
2654	53267.25744
2655	53266.01829
2656	53265.57945
2657	53264.04743
2658	53260.52977
2659	53260.18656
2660	53254.80991
2661	53249.63379
2662	53248.07857
2663	53247.58625
2664	53246.28548
2665	53246.01636
2666	53245.75524
2667	53232.29264
2668	53232.1086
2669	53227.94978
2670	53227.60808
2671	53224.85245
2672	53222.87434
2673	53213.7791
2674	53213.00608
2675	53212.14428
2676	53210.94606
2677	53210.93457
2678	53210.42209
2679	53209.63616
2680	53208.78202
2681	53207.78686
2682	53207.51451
2683	53206.99878
2684	53205.83808
2685	53202.13066
2686	53201.88063
2687	53201.71042
2688	53200.39715
2689	53197.45504
2690	53197.06208
2691	53196.45183
2692	53196.33025
2693	53195.99418
2694	53195.35884
2695	53192.85236
2696	53192.35988
2697	53191.96455
2698	53191.46648
2699	53191.45381
2700	53190.52573
2701	53190.17556
2702	53189.61232
2703	53187.94294
2704	53187.47528
2705	53187.09917
2706	53186.783
2707	53186.20501
2708	53186.19453
2709	53185.83715
2710	53183.91269
2711	53183.83243
2712	53183.57965
2713	53183.26547
2714	53182.65828
2715	53179.00787
2716	53178.44813
2717	53178.01953
2718	53177.09691
2719	53177.06756
2720	53175.80548
2721	53175.68881
2722	53175.37673
2723	53174.79803
2724	53169.85939
2725	53168.76722
2726	53167.61514
2727	53167.38971
2728	53166.83465
2729	53157.7751
2730	53157.67682
2731	53157.39589
2732	53156.49108
2733	53154.85616
2734	53154.59154
2735	53154.31734
2736	53153.86956
2737	53153.54196
2738	53153.14061
2739	53151.75003
2740	53151.16396
2741	53147.73181
2742	53145.89074
2743	53137.22282
2744	53136.18809
2745	53134.80051
2746	53130.5096
2747	53127.86562
2748	53127.34714
2749	53126.9246
2750	53124.40114
2751	53122.63345
2752	53121.88812
2753	53121.70801
2754	53121.1469
2755	53118.82579
2756	53116.79426
2757	53116.20624
2758	53116.00171
2759	53115.96307
2760	53114.958
2761	53114.45884
2762	53114.10471
2763	53111.70136
2764	53109.14616
2765	53105.81628
2766	53104.00829
2767	53103.89525
2768	53103.06444
2769	53099.79082
2770	53097.58754
2771	53097.2021
2772	53097.02072
2773	53096.49591
2774	53095.96345
2775	53093.91926
2776	53093.26777
2777	53093.23219
2778	53092.78368
2779	53088.0484
2780	53087.6268
2781	53087.21541
2782	53086.92093
2783	53086.82658
2784	53082.26093
2785	53082.09291
2786	53081.3355
2787	53080.84526
2788	53080.51833
2789	53079.5897
2790	53078.29974
2791	53076.19683
2792	53075.00847
2793	53074.58102
2794	53074.58012
2795	53066.56385
2796	53066.02714
2797	53063.01014
2798	53061.74991
2799	53057.60222
2800	53054.25222
2801	53054.22324
2802	53053.74237
2803	53050.61235
2804	53050.31843
2805	53049.80627
2806	53047.79612
2807	53047.49548
2808	53046.59425
2809	53045.14975
2810	53044.40611
2811	53043.86623
2812	53043.15058
2813	53042.27521
2814	53039.09297
2815	53038.64764
2816	53038.32981
2817	53037.0428
2818	53036.92349
2819	53035.80374
2820	53035.32775
2821	53035.23494
2822	53034.70294
2823	53033.00164
2824	53032.59828
2825	53032.37848
2826	53030.05613
2827	53028.95361
2828	53028.54571
2829	53027.3304
2830	53027.12738
2831	53027.1263
2832	53024.69926
2833	53024.09192
2834	53023.66332
2835	53022.53886
2836	53021.8419
2837	53021.69287
2838	53021.32533
2839	53020.89595
2840	53020.719
2841	53019.95655
2842	53017.94444
2843	53017.82482
2844	53015.66055
2845	53014.37314
2846	53013.53208
2847	53011.656
2848	53011.56187
2849	53011.11776
2850	53010.66946
2851	53009.77749
2852	53008.49401
2853	53007.95603
2854	53007.51944
2855	53007.17354
2856	53005.88648
2857	53004.10216
2858	53002.93961
2859	53002.79448
2860	53002.12029
2861	53000.62179
2862	52997.92717
2863	52997.42432
2864	52996.75191
2865	52996.75088
2866	52996.426
2867	52995.31859
2868	52994.43523
2869	52993.66688
2870	52993.51829
2871	52993.40144
2872	52993.07611
2873	52992.82318
2874	52990.02789
2875	52989.85631
2876	52989.39578
2877	52988.98278
2878	52988.54273
2879	52985.75278
2880	52985.34586
2881	52984.77408
2882	52984.20626
2883	52983.83571
2884	52983.80287
2885	52983.38799
2886	52982.8919
2887	52981.9862
2888	52981.28463
2889	52979.99198
2890	52977.32914
2891	52975.79618
2892	52975.04656
2893	52973.58348
2894	52973.26904
2895	52972.25193
2896	52969.92295
2897	52968.85808
2898	52968.40935
2899	52967.94104
2900	52967.76868
2901	52966.55186
2902	52966.09476
2903	52964.94025
2904	52963.81989
2905	52962.12501
2906	52961.9476
2907	52961.92011
2908	52959.70351
2909	52958.44143
2910	52953.54171
2911	52952.50886
2912	52952.30658
2913	52950.70871
2914	52947.88445
2915	52946.8249
2916	52945.48792
2917	52945.04264
2918	52941.39091
2919	52933.33137
2920	52930.64667
2921	52930.01451
2922	52922.29757
2923	52921.35176
2924	52920.38771
2925	52919.70925
2926	52918.26661
2927	52917.85191
2928	52917.37959
2929	52914.37431
2930	52913.08619
2931	52912.24231
2932	52911.33239
2933	52910.68418
2934	52910.43514
2935	52909.86061
2936	52907.85811
2937	52907.61583
2938	52906.60143
2939	52906.56719
2940	52904.98354
2941	52904.10993
2942	52903.25776
2943	52903.01506
2944	52902.46712
2945	52902.34907
2946	52901.4532
2947	52901.4118
2948	52901.35118
2949	52901.2935
2950	52899.13
2951	52898.16081
2952	52897.30318
2953	52896.9503
2954	52896.10745
2955	52895.66474
2956	52895.49636
2957	52891.84949
2958	52891.37898
2959	52890.38197
2960	52890.15596
2961	52889.13399
2962	52886.07463
2963	52884.49463
2964	52883.74843
2965	52883.54839
2966	52882.68084
2967	52882.62658
2968	52882.48165
2969	52882.46957
2970	52881.84053
2971	52880.74856
2972	52879.84827
2973	52878.61429
2974	52875.58345
2975	52875.25491
2976	52875.14429
2977	52874.74081
2978	52874.0953
2979	52870.78146
2980	52870.68386
2981	52869.06601
2982	52868.00099
2983	52866.73018
2984	52866.59565
2985	52866.39392
2986	52865.83541
2987	52865.48216
2988	52864.20736
2989	52864.13163
2990	52863.83086
2991	52860.32879
2992	52860.11145
2993	52859.37518
2994	52858.79373
2995	52858.28839
2996	52857.73342
2997	52852.61645
2998	52851.64979
2999	52851.22864
3000	52850.04783
3001	52849.90429
3002	52849.12841
3003	52848.14225
3004	52846.73046
3005	52846.03755
3006	52845.91768
3007	52845.42744
3008	52843.57519
3009	52840.22088
3010	52837.65897
3011	52834.47123
3012	52831.39219
3013	52831.32787
3014	52830.36329
3015	52829.76113
3016	52829.75186
3017	52829.17821
3018	52828.19559
3019	52826.5297
3020	52825.34316
3021	52823.33345
3022	52822.28106
3023	52821.70146
3024	52819.21158
3025	52816.00521
3026	52813.69279
3027	52812.13988
3028	52811.68228
3029	52810.64795
3030	52810.2395
3031	52809.65897
3032	52808.47159
3033	52807.8634
3034	52806.12986
3035	52804.18045
3036	52802.30502
3037	52788.23519
3038	52784.91383
3039	52784.0807
3040	52783.53001
3041	52781.33436
3042	52781.09724
3043	52780.04879
3044	52779.87125
3045	52779.67035
3046	52778.90794
3047	52778.80042
3048	52778.39269
3049	52774.85684
3050	52774.38005
3051	52773.61156
3052	52771.47615
3053	52768.03447
3054	52767.85557
3055	52766.84233
3056	52766.71313
3057	52766.56111
3058	52765.54303
3059	52765.12975
3060	52763.95742
3061	52763.56858
3062	52762.76997
3063	52762.62104
3064	52761.85154
3065	52761.56121
3066	52760.23596
3067	52759.25967
3068	52757.97525
3069	52757.1819
3070	52756.9145
3071	52754.83646
3072	52754.12947
3073	52752.09965
3074	52751.74236
3075	52751.62989
3076	52750.49237
3077	52748.76727
3078	52748.26257
3079	52746.83307
3080	52745.39372
3081	52744.63618
3082	52744.37635
3083	52743.44097
3084	52742.47674
3085	52742.40441
3086	52742.30443
3087	52741.93712
3088	52740.71778
3089	52739.98541
3090	52738.8543
3091	52737.73164
3092	52737.45982
3093	52736.32429
3094	52735.18879
3095	52734.95804
3096	52734.78636
3097	52734.63627
3098	52732.85444
3099	52732.70241
3100	52719.18327
3101	52719.10926
3102	52716.36347
3103	52716.13557
3104	52713.75294
3105	52711.58521
3106	52710.32977
3107	52709.99267
3108	52709.03224
3109	52708.27106
3110	52707.93279
3111	52707.83661
3112	52707.70311
3113	52706.81251
3114	52706.08207
3115	52705.48863
3116	52705.09163
3117	52704.68451
3118	52703.81503
3119	52703.15451
3120	52702.89268
3121	52702.41464
3122	52701.17814
3123	52699.27342
3124	52698.19267
3125	52695.51528
3126	52694.82214
3127	52694.60881
3128	52693.15991
3129	52692.07239
3130	52691.61729
3131	52688.37114
3132	52686.29834
3133	52686.16176
3134	52685.32745
3135	52684.51422
3136	52683.95794
3137	52683.32131
3138	52679.45869
3139	52679.26803
3140	52679.16868
3141	52679.15578
3142	52676.77921
3143	52671.31522
3144	52670.23725
3145	52667.41918
3146	52667.10722
3147	52666.79719
3148	52666.25819
3149	52665.30109
3150	52665.2708
3151	52665.08755
3152	52662.21289
3153	52659.99584
3154	52659.53611
3155	52658.62082
3156	52657.363
3157	52656.95564
3158	52656.15912
3159	52654.96167
3160	52654.51589
3161	52651.2433
3162	52650.72954
3163	52650.36228
3164	52648.83832
3165	52648.35
3166	52647.89253
3167	52646.80678
3168	52645.77447
3169	52645.19912
3170	52643.75136
3171	52642.72144
3172	52641.98356
3173	52640.812
3174	52638.90127
3175	52638.54546
3176	52636.45363
3177	52635.72562
3178	52633.00866
3179	52632.47051
3180	52630.84176
3181	52630.13802
3182	52629.23244
3183	52628.2195
3184	52626.85724
3185	52626.57415
3186	52625.02607
3187	52624.67003
3188	52624.36696
3189	52623.97532
3190	52622.83599
3191	52620.25147
3192	52619.55829
3193	52618.41546
3194	52618.1209
3195	52616.76427
3196	52615.72228
3197	52614.19171
3198	52613.35141
3199	52613.2173
3200	52612.96977
3201	52611.50667
3202	52609.46078
3203	52607.02813
3204	52605.80812
3205	52604.23526
3206	52603.0606
3207	52602.67329
3208	52602.3868
3209	52601.81745
3210	52601.11515
3211	52599.74947
3212	52598.90752
3213	52595.79627
3214	52594.73581
3215	52594.44718
3216	52594.01785
3217	52593.47838
3218	52592.59962
3219	52592.57837
3220	52587.54969
3221	52586.74734
3222	52586.50868
3223	52585.56235
