iter	RMSE
766	56317.07132
767	56316.75922
768	56313.97312
769	56309.83908
770	56307.14898
771	56306.42862
772	56303.73267
773	56302.51355
774	56300.63839
775	56300.41259
776	56299.66931
777	56297.1499
778	56296.46765
779	56294.28789
780	56293.64246
781	56293.11026
782	56289.84336
783	56289.51532
784	56286.56997
785	56286.55333
786	56281.90004
787	56280.94952
788	56273.78229
789	56270.8462
790	56270.75545
791	56267.50131
792	56263.80256
793	56260.70353
794	56260.32741
795	56255.78366
796	56255.16857
797	56251.78687
798	56251.2899
799	56249.40926
800	56246.47537
801	56244.17524
802	56244.15961
803	56240.08868
804	56239.64343
805	56235.67082
806	56233.31566
807	56232.13922
808	56231.41095
809	56227.51146
810	56220.23566
811	56218.33392
812	56218.12258
813	56215.45908
814	56213.09254
815	56211.02824
816	56210.45945
817	56208.50084
818	56206.19246
819	56204.08547
820	56202.21952
821	56200.87388
822	56197.25252
823	56197.03186
824	56196.82743
825	56196.47353
826	56193.81655
827	56193.11507
828	56192.58343
829	56190.07045
830	56185.0047
831	56183.67253
832	56183.41025
833	56183.21512
834	56180.08183
835	56177.40608
836	56168.31182
837	56167.77706
838	56166.32299
839	56158.0522
840	56157.79472
841	56157.7806
842	56157.42162
843	56151.62707
844	56150.93192
845	56146.9467
846	56146.85286
847	56146.02433
848	56142.48967
849	56133.61952
850	56133.60552
851	56133.02094
852	56126.54409
853	56124.56102
854	56121.52189
855	56117.8869
856	56117.33853
857	56116.78817
858	56116.37834
859	56113.01237
860	56111.54473
861	56111.18056
862	56108.90378
863	56108.89027
864	56108.5579
865	56107.31804
866	56106.26383
867	56104.66378
868	56103.48676
869	56082.89493
870	56082.63713
871	56082.39116
872	56081.39961
873	56080.20571
874	56080.08787
875	56079.96625
876	56078.83064
877	56077.88825
878	56075.5942
879	56075.0712
880	56074.55408
881	56072.24536
882	56069.46135
883	56068.01469
884	56064.77642
885	56060.89188
886	56058.84276
887	56050.14301
888	56050.13068
889	56049.43966
890	56046.42334
891	56042.95513
892	56040.23778
893	56032.073
894	56030.24164
895	56030.16044
896	56028.39565
897	56026.12298
898	56025.62534
899	56024.77897
900	56024.66485
901	56023.61616
902	56019.99471
903	56019.53725
904	56016.23918
905	56014.59682
906	56013.85283
907	56008.65415
908	56007.30133
909	56007.22392
910	56003.08864
911	56002.784
912	56001.02982
913	56000.00817
914	55999.64656
915	55993.10387
916	55990.41425
917	55987.9319
918	55987.78647
919	55985.08646
920	55984.3857
921	55983.4025
922	55982.4592
923	55980.36677
924	55976.48348
925	55975.37683
926	55973.31039
927	55970.18389
928	55967.63632
929	55965.54933
930	55965.4688
931	55960.94248
932	55959.50845
933	55958.61629
934	55958.13646
935	55956.73983
936	55955.88486
937	55955.064
938	55951.90217
939	55951.44805
940	55949.48648
941	55946.02944
942	55944.65521
943	55942.22333
944	55940.2487
945	55939.28971
946	55930.98645
947	55929.30415
948	55928.63598
949	55928.20861
950	55927.73335
951	55926.93223
952	55923.82867
953	55922.75642
954	55921.98407
955	55918.21612
956	55914.98973
957	55914.24721
958	55913.53394
959	55911.7233
960	55910.42785
961	55895.03656
962	55893.45033
963	55889.79259
964	55881.83013
965	55880.66895
966	55877.78207
967	55876.40711
968	55876.13418
969	55876.02463
970	55874.50279
971	55872.92961
972	55872.53036
973	55871.31356
974	55869.8333
975	55867.35776
976	55866.68456
977	55866.14723
978	55864.3268
979	55863.28847
980	55861.83581
981	55853.95754
982	55852.81583
983	55851.42203
984	55850.0807
985	55849.81552
986	55848.52535
987	55847.28334
988	55845.11959
989	55843.79221
990	55842.60294
991	55841.45765
992	55840.86676
993	55839.80556
994	55837.03151
995	55834.38919
996	55830.57455
997	55829.89036
998	55826.21331
999	55822.6111
1000	55814.98303
1001	55810.95875
1002	55809.4221
1003	55808.42871
1004	55806.82587
1005	55800.17374
1006	55797.02935
1007	55794.59103
1008	55780.11266
1009	55778.69387
1010	55778.62017
1011	55778.13082
1012	55777.98566
1013	55775.59577
1014	55772.22029
1015	55766.97702
1016	55763.97561
1017	55762.45417
1018	55761.33709
1019	55759.84222
1020	55758.89854
1021	55757.99863
1022	55757.46803
1023	55755.81712
1024	55754.73283
1025	55754.30323
1026	55753.23784
1027	55753.00984
1028	55752.91235
1029	55748.6883
1030	55747.25277
1031	55744.42964
1032	55743.89378
1033	55736.77759
1034	55733.21344
1035	55731.80146
1036	55724.24209
1037	55723.28069
1038	55719.60613
1039	55717.37438
1040	55714.00357
1041	55712.25434
1042	55711.4056
1043	55705.67893
1044	55705.41144
1045	55703.44795
1046	55702.44077
1047	55701.0894
1048	55698.8136
1049	55698.65435
1050	55694.8012
1051	55693.5081
1052	55683.26548
1053	55682.20505
1054	55679.46862
1055	55679.07338
1056	55678.86603
1057	55675.14014
1058	55671.23725
1059	55670.29761
1060	55667.47652
1061	55664.00179
1062	55661.86993
1063	55661.77187
1064	55658.14375
1065	55656.886
1066	55654.60354
1067	55652.24064
1068	55648.88292
1069	55647.62522
1070	55646.8613
1071	55646.52993
1072	55642.68367
1073	55641.3715
1074	55640.46432
1075	55638.4719
1076	55637.96846
1077	55634.54654
1078	55634.15179
1079	55632.20787
1080	55631.65381
1081	55630.44085
1082	55630.24708
1083	55630.06243
1084	55627.1075
1085	55626.03715
1086	55625.66948
1087	55619.71417
1088	55616.82917
1089	55615.00851
1090	55614.026
1091	55612.84824
1092	55612.83711
1093	55610.66092
1094	55610.34816
1095	55609.99248
1096	55608.65944
1097	55604.58663
1098	55602.96695
1099	55600.25435
1100	55597.59158
1101	55597.29401
1102	55597.20232
1103	55596.78146
1104	55594.2232
1105	55593.02137
1106	55592.886
1107	55592.02917
1108	55591.56109
1109	55588.34
1110	55588.0486
1111	55587.79232
1112	55587.67288
1113	55585.9512
1114	55583.23982
1115	55582.53824
1116	55582.08986
1117	55581.688
1118	55579.26787
1119	55578.96876
1120	55573.32128
1121	55571.25571
1122	55570.42071
1123	55568.71734
1124	55566.80295
1125	55564.36187
1126	55562.01597
1127	55561.1183
1128	55557.99259
1129	55556.35509
1130	55554.66283
1131	55553.89074
1132	55551.62501
1133	55551.23275
1134	55546.43594
1135	55545.81834
1136	55545.71248
1137	55544.51596
1138	55544.26617
1139	55542.52111
1140	55542.10054
1141	55540.57813
1142	55540.06774
1143	55539.52086
1144	55538.49124
1145	55536.89874
1146	55532.63365
1147	55532.62375
1148	55530.95722
1149	55530.71701
1150	55530.29236
1151	55529.33045
1152	55528.3392
1153	55527.18713
1154	55524.99667
1155	55523.06471
1156	55521.32805
1157	55521.11456
1158	55518.58795
1159	55518.3715
1160	55517.70407
1161	55516.99607
1162	55511.1035
1163	55509.62337
1164	55506.3641
1165	55504.01188
1166	55498.53669
1167	55492.78425
1168	55491.30303
1169	55490.50953
1170	55490.133
1171	55489.43592
1172	55487.69752
1173	55486.59317
1174	55481.28774
1175	55478.0957
1176	55477.74367
1177	55474.72822
1178	55474.23738
1179	55471.27651
1180	55470.78623
1181	55467.01341
1182	55465.04246
1183	55462.93385
1184	55462.92459
1185	55460.03418
1186	55455.43074
1187	55455.05348
1188	55452.12515
1189	55451.12168
1190	55447.48486
1191	55440.7259
1192	55439.66608
1193	55434.49273
1194	55434.37966
1195	55433.25776
1196	55431.62272
1197	55431.61361
1198	55428.94894
1199	55426.31694
1200	55425.37943
1201	55424.54367
1202	55422.46717
1203	55417.254
1204	55416.23044
1205	55415.65479
1206	55414.67458
1207	55413.6981
1208	55410.89567
1209	55409.01815
1210	55404.07708
1211	55401.81037
1212	55401.69816
1213	55400.94207
1214	55400.68276
1215	55394.81766
1216	55393.25564
1217	55391.6908
1218	55388.93928
1219	55387.75527
1220	55385.88772
1221	55383.78414
1222	55383.23331
1223	55380.66049
1224	55379.19339
1225	55378.77274
1226	55348.73359
1227	55341.6944
1228	55340.59613
1229	55337.60075
1230	55333.40028
1231	55331.08052
1232	55327.82721
1233	55326.62237
1234	55323.77371
1235	55323.44912
1236	55316.74029
1237	55311.37605
1238	55309.49178
1239	55308.46847
1240	55307.491
1241	55307.32325
1242	55306.80822
1243	55303.92226
1244	55303.62399
1245	55303.33701
1246	55302.41481
1247	55295.94997
1248	55295.84962
1249	55294.42521
1250	55293.01502
1251	55291.98403
1252	55291.79372
1253	55291.39414
1254	55289.26518
1255	55289.10984
1256	55288.23102
1257	55287.95227
1258	55286.96915
1259	55284.09774
1260	55282.05043
1261	55281.11901
1262	55278.53391
1263	55278.1884
1264	55277.28997
1265	55276.23405
1266	55275.7724
1267	55275.27183
1268	55275.13277
1269	55273.73633
1270	55273.4786
1271	55272.61473
1272	55271.90739
1273	55269.1896
1274	55262.96499
1275	55262.14351
1276	55261.96916
1277	55261.18154
1278	55260.44427
1279	55258.27106
1280	55256.52127
1281	55252.75931
1282	55239.33569
1283	55239.07564
1284	55233.14718
1285	55232.7834
1286	55232.06677
1287	55229.85667
1288	55229.80159
1289	55227.9197
1290	55225.9598
1291	55223.38172
1292	55221.65696
1293	55220.3391
1294	55219.38767
1295	55213.65966
1296	55212.72678
1297	55211.9604
1298	55211.07421
1299	55199.48383
1300	55197.81689
1301	55197.37744
1302	55196.46746
1303	55194.94307
1304	55194.07251
1305	55191.62438
1306	55190.10991
1307	55185.43435
1308	55179.88771
1309	55179.15679
1310	55175.72198
1311	55171.85267
1312	55170.61563
1313	55165.56901
1314	55164.86082
1315	55164.24523
1316	55163.97859
1317	55158.92969
1318	55158.75441
1319	55158.06945
1320	55155.75875
1321	55154.46852
1322	55152.51352
1323	55151.68715
1324	55151.03311
1325	55150.2444
1326	55149.98251
1327	55138.6741
1328	55137.75166
1329	55135.56895
1330	55130.19501
1331	55129.35479
1332	55127.99224
1333	55126.12862
1334	55124.20837
1335	55124.0271
1336	55123.12935
1337	55122.86033
1338	55122.17644
1339	55120.70291
1340	55118.62405
1341	55116.79183
1342	55106.01389
1343	55105.69149
1344	55101.27899
1345	55100.81912
1346	55100.15325
1347	55098.10098
1348	55093.40846
1349	55093.09086
1350	55092.36062
1351	55091.30808
1352	55089.70961
1353	55088.50055
1354	55087.80091
1355	55085.1639
1356	55081.86792
1357	55080.3319
1358	55080.06149
1359	55079.01012
1360	55077.04126
1361	55071.84437
1362	55067.6422
1363	55067.00491
1364	55064.05767
1365	55063.71535
1366	55063.10147
1367	55062.25886
1368	55060.1291
1369	55059.7812
1370	55059.20923
1371	55053.91834
1372	55052.90159
1373	55052.79744
1374	55052.03492
1375	55050.09325
1376	55048.38398
1377	55046.52021
1378	55045.9303
1379	55043.85898
1380	55028.63277
1381	55027.86166
1382	55027.09497
1383	55027.02341
1384	55017.13926
1385	55016.5356
1386	55014.96707
1387	55014.71537
1388	55014.13164
1389	55013.31569
1390	55012.99683
1391	55012.31713
1392	55010.54982
1393	55008.73565
1394	55008.49888
1395	55007.797
1396	55006.99398
1397	55006.69025
1398	55005.0047
1399	55002.93586
1400	55000.42447
1401	54999.67832
1402	54998.58089
1403	54998.53415
1404	54996.92607
1405	54995.3928
1406	54995.15933
1407	54994.39588
1408	54994.06416
1409	54992.81665
1410	54990.36651
1411	54990.14553
1412	54988.53686
1413	54988.26318
1414	54984.92282
1415	54983.40744
1416	54982.17228
1417	54981.8803
1418	54979.8335
1419	54976.61328
1420	54976.05362
1421	54973.64764
1422	54972.19201
1423	54970.37681
1424	54959.70998
1425	54959.15954
1426	54958.44927
1427	54955.78672
1428	54955.08132
1429	54954.22474
1430	54953.5265
1431	54952.99309
1432	54952.43591
1433	54950.71279
1434	54949.33443
1435	54948.0022
1436	54946.39609
1437	54944.58844
1438	54944.0121
1439	54943.49584
1440	54943.40067
1441	54939.46053
1442	54938.02338
1443	54936.0545
1444	54935.50916
1445	54933.27617
1446	54932.72188
1447	54932.57037
1448	54932.41872
1449	54923.04277
1450	54920.52891
1451	54920.01432
1452	54918.46241
1453	54918.21578
1454	54917.59704
1455	54917.00409
1456	54915.76511
1457	54912.43487
1458	54910.94489
1459	54910.44281
1460	54909.87376
1461	54908.45625
1462	54906.18116
1463	54904.83311
1464	54904.24204
1465	54902.24194
1466	54899.42141
1467	54897.19381
1468	54897.01004
1469	54896.52365
1470	54890.38421
1471	54880.50491
1472	54880.0198
1473	54879.58354
1474	54879.04165
1475	54878.57178
1476	54877.76174
1477	54877.43081
1478	54876.9663
1479	54876.63992
1480	54875.4023
1481	54875.12402
1482	54874.84109
1483	54874.35135
1484	54872.63733
1485	54872.36022
1486	54872.14975
1487	54871.8775
1488	54863.04129
1489	54862.74858
1490	54861.98635
1491	54860.45674
1492	54859.31855
1493	54855.98486
1494	54854.70175
1495	54853.07659
1496	54851.22628
1497	54850.07581
1498	54848.88723
1499	54848.80893
1500	54848.53931
1501	54839.15863
1502	54838.71412
1503	54833.77509
1504	54833.32769
1505	54833.32061
1506	54832.95123
1507	54832.26101
1508	54831.48339
1509	54830.59682
1510	54830.17203
1511	54829.7662
1512	54828.64698
1513	54823.6671
1514	54823.28155
1515	54819.87765
1516	54819.08072
1517	54818.70355
1518	54814.06891
1519	54813.76466
1520	54813.24194
1521	54812.65809
1522	54811.16056
1523	54809.53937
1524	54806.02952
1525	54805.7671
1526	54804.56735
1527	54804.51939
1528	54802.66787
1529	54799.33756
1530	54798.94457
1531	54798.57855
1532	54797.01316
1533	54796.73215
1534	54795.10608
1535	54793.14897
1536	54792.84952
1537	54779.92593
1538	54779.13799
1539	54778.32097
1540	54777.9744
1541	54777.51645
1542	54776.88399
1543	54776.1361
1544	54775.29504
1545	54774.8768
1546	54773.14839
1547	54772.87059
1548	54772.35313
1549	54772.06068
1550	54771.52535
1551	54770.97176
1552	54770.60127
1553	54769.2291
1554	54768.7161
1555	54762.95216
1556	54762.73081
1557	54760.89675
1558	54760.84989
1559	54760.5798
1560	54759.53434
1561	54758.26277
1562	54750.10032
1563	54745.84031
1564	54743.08791
1565	54742.82499
1566	54742.54908
1567	54742.31512
1568	54741.9109
1569	54741.32363
1570	54737.21753
1571	54736.82841
1572	54736.56682
1573	54734.07428
1574	54732.48937
1575	54732.21278
1576	54731.00584
1577	54729.91539
1578	54702.63647
1579	54701.82273
1580	54701.24642
1581	54699.68263
1582	54699.51622
1583	54699.33034
1584	54698.15909
1585	54696.70211
1586	54695.97175
1587	54694.47513
1588	54692.73589
1589	54690.53471
1590	54690.52798
1591	54689.99141
1592	54685.46931
1593	54684.67007
1594	54684.3521
1595	54683.48299
1596	54682.2334
1597	54681.71701
1598	54679.28245
1599	54678.78696
1600	54678.03214
1601	54675.29829
1602	54674.99267
1603	54673.7825
1604	54673.23592
1605	54671.95221
1606	54671.45663
1607	54670.96195
1608	54670.78918
1609	54669.74725
1610	54668.41289
1611	54668.1195
1612	54666.88084
1613	54664.21562
1614	54662.75475
1615	54661.31018
1616	54660.75637
1617	54659.00423
1618	54658.53566
1619	54655.20185
1620	54652.71643
1621	54652.4918
1622	54652.17054
1623	54651.23719
1624	54647.70799
1625	54647.41696
1626	54646.68726
1627	54645.95247
1628	54644.81187
1629	54644.36
1630	54643.91844
1631	54642.44173
1632	54639.82144
1633	54639.60627
1634	54639.33803
1635	54638.65617
1636	54637.8864
1637	54635.57369
1638	54635.51464
1639	54634.85892
1640	54634.43126
1641	54633.08767
1642	54632.44215
1643	54631.70966
1644	54631.02695
1645	54629.93326
1646	54629.69592
1647	54629.45343
1648	54628.31533
1649	54628.10723
1650	54627.90378
1651	54625.6473
1652	54625.64073
1653	54625.59674
1654	54625.33418
1655	54624.44869
1656	54623.49778
1657	54622.67534
1658	54622.50326
1659	54615.02695
1660	54613.6295
1661	54612.6503
1662	54610.80356
1663	54610.43931
1664	54609.38083
1665	54609.17914
1666	54602.00169
